drug	correlation	p_value	n	p_adjusted	significant_fdr
BRD:BRD-K11900042-001-14-4	-0.1741207886635532	5.401145093464169e-05	532	0.18336887592310855	False
BRD:BRD-K93258693-001-17-3	-0.16019007636036142	0.00015497765729954345	553	0.263074573265975	False
BRD:BRD-A53037217-001-02-0	-0.1411932987547821	0.0009286967818950808	547	0.5355023888774286	False
BRD:BRD-K46435977-003-11-1	-0.137141505127467	0.001302915391145582	547	0.5355023888774286	False
BRD:BRD-K71926323-001-13-8	-0.1330336782688888	0.0017336444060061752	552	0.5355023888774286	False
BRD:BRD-A13964793-001-02-6	-0.13183739450378348	0.001945943427687681	550	0.5355023888774286	False
BRD:BRD-K86309810-001-01-5	-0.13133118601521274	0.004386776270685428	469	0.6170534873939046	False
BRD:BRD-K44963273-001-06-9	-0.1294472404289189	0.00304747936957006	522	0.6066651021855239	False
BRD:BRD-K58319700-001-01-1	-0.12867051111160557	0.0052108179940916705	470	0.6170534873939046	False
BRD:BRD-K67772619-001-05-1	-0.12615479501610102	0.003176237561588826	545	0.6066651021855239	False
BRD:BRD-K72339976-065-04-7	-0.12549044317797695	0.0033410086625466724	545	0.6066651021855239	False
BRD:BRD-K73753850-003-01-6	-0.1250512898073948	0.0037667868208580515	535	0.6170534873939046	False
BRD:BRD-K07409305-001-01-1	-0.12465371188821218	0.003913352304485068	534	0.6170534873939046	False
BRD:BRD-K00610438-003-02-5	-0.12436826688232477	0.0034845270965000643	550	0.6066651021855239	False
BRD:BRD-K53723268-001-01-3	-0.12002753159646565	0.009197400845118263	470	0.6219614748185904	False
BRD:BRD-K75527158-360-04-9	-0.11998643720091197	0.006056277316368033	522	0.6170534873939046	False
BRD:BRD-A24191444-046-03-9	-0.11501031742104675	0.008535706132696162	522	0.6170534873939046	False
BRD:BRD-K15424032-001-03-6	-0.11493635209906125	0.007232133288962083	545	0.6170534873939046	False
BRD:BRD-K29542628-001-03-9	-0.11467749061515928	0.007365025708550612	545	0.6170534873939046	False
BRD:BRD-K47177710-001-03-1	-0.1136941098828576	0.00755373142174631	551	0.6170534873939046	False
BRD:BRD-K31633810-003-02-8	-0.11224440566972489	0.00860204128221678	547	0.6170534873939046	False
BRD:BRD-K72215350-001-06-5	-0.11221670697608939	0.008259863611720444	553	0.6170534873939046	False
BRD:BRD-A32269193-001-01-5	-0.11106234653349846	0.008951049440456316	553	0.620179854088759	False
BRD:BRD-K66664625-001-01-2	-0.11066337409379866	0.009394245117297346	550	0.6219614748185904	False
BRD:BRD-K96344439-002-02-7	-0.10922918129091629	0.011544753249804023	534	0.6749207357190978	False
BRD:BRD-K15318909-001-10-5	-0.10904476165533138	0.010779159092695948	546	0.6601242884954591	False
BRD:BRD-K63151507-001-02-4	-0.10823752278877077	0.011922167393241697	539	0.6749207357190978	False
BRD:BRD-K97181463-003-01-1	-0.10719003837406801	0.012125876686690204	547	0.6749207357190978	False
BRD:BRD-K89210380-001-13-7	-0.10700248048530385	0.013018442315562435	538	0.6749207357190978	False
BRD:BRD-A56152450-001-02-0	-0.10661000426853583	0.014815332321672075	522	0.6869642806957202	False
BRD:BRD-K21937671-001-10-0	-0.10563558042050641	0.013020821594733145	552	0.6749207357190978	False
BRD:BRD-K34388247-236-08-2	-0.10537188853216345	0.013418895334621237	550	0.6749207357190978	False
BRD:BRD-K67217586-001-08-0	-0.10506023745535162	0.014678665363932166	539	0.6869642806957202	False
BRD:BRD-K13050303-001-18-1	-0.10489271200649786	0.014112150248956248	547	0.6773823561305425	False
BRD:BRD-A68942014-003-01-7	-0.10432245116107317	0.014112347854144395	553	0.6773823561305425	False
BRD:BRD-K14003026-003-09-0	-0.10404953427806411	0.02348264011096904	474	0.701051528330237	False
BRD:BRD-K64990520-001-08-4	-0.10346891662361575	0.015482170824802856	547	0.6903650571913567	False
BRD:BRD-K28861668-001-01-9	-0.10281084338213668	0.015768125255205157	551	0.6903650571913567	False
BRD:BRD-K46908090-001-02-2	-0.10258831103422351	0.02614777439480113	470	0.701051528330237	False
BRD:BRD-K14590126-001-01-6	-0.10237529368625482	0.02646173189121151	470	0.701051528330237	False
BRD:BRD-K76634210-001-12-1	-0.10220898982792526	0.018149906420494178	534	0.701051528330237	False
BRD:BRD-K04622161-001-02-3	-0.10188905547226387	0.016734978142885683	551	0.6911249791794933	False
BRD:BRD-K49685476-001-15-9	-0.10187733879719849	0.017355787065205824	545	0.6911249791794933	False
BRD:BRD-K43410529-001-02-3	-0.10144361450787366	0.01848460392791789	539	0.701051528330237	False
BRD:BRD-K36395411-003-02-2	-0.10095296189626501	0.017359088548090082	555	0.6911249791794933	False
BRD:BRD-K97810537-001-12-8	-0.1008105493536853	0.021245085384868037	522	0.701051528330237	False
BRD:BRD-K89014967-001-04-3	-0.10025509325500401	0.018684378685181895	550	0.701051528330237	False
BRD:BRD-K97399794-001-15-3	-0.09996755756120283	0.018702627320670007	553	0.701051528330237	False
BRD:BRD-K85751432-001-03-3	-0.09986880411734365	0.02039456040216867	539	0.701051528330237	False
BRD:BRD-K00003230-001-01-9	-0.09927900123006887	0.0032313257089344157	878	0.6066651021855239	False
BRD:BRD-K82028950-300-02-9	-0.09899546136352069	0.020574482924158217	547	0.701051528330237	False
BRD:BRD-K26060080-065-05-6	-0.09850069998323908	0.021218550670981114	547	0.701051528330237	False
BRD:BRD-K82894950-001-01-0	-0.09842089188155984	0.032907184069925495	470	0.701051528330237	False
BRD:BRD-K05919151-001-01-6	-0.09839504487066808	0.02456780825862486	522	0.701051528330237	False
BRD:BRD-K47631482-003-06-2	-0.09783011794647922	0.02211941053152795	547	0.701051528330237	False
BRD:BRD-A66966115-001-01-0	-0.0976610364039359	0.021625130156355036	553	0.701051528330237	False
BRD:BRD-A47494775-003-11-3	-0.09733946246976843	0.022799402711598585	547	0.701051528330237	False
BRD:BRD-K54799382-003-08-4	-0.09704282345071748	0.003999752698945621	878	0.6170534873939046	False
BRD:BRD-A34205397-001-04-5	-0.09664282691190289	0.023286847927009368	551	0.701051528330237	False
BRD:BRD-K16338837-001-02-6	-0.0965309660648536	0.023959416351533428	547	0.701051528330237	False
BRD:BRD-K22316123-001-01-9	-0.09620345410577069	0.03707606667770466	470	0.701051528330237	False
BRD:BRD-K00004648-001-01-9	-0.09602606793215093	0.004401088841382191	878	0.6170534873939046	False
BRD:BRD-K44273375-001-25-0	-0.09600235723443369	0.02582706495938494	539	0.701051528330237	False
BRD:BRD-K49027941-001-01-1	-0.0958931314233527	0.02517747192226779	545	0.701051528330237	False
BRD:BRD-K93441486-067-12-8	-0.09529948877272461	0.024758038462414603	555	0.701051528330237	False
BRD:BRD-K12343256-001-08-9	-0.09497026606314067	0.0257971392766557	551	0.701051528330237	False
BRD:BRD-K40718343-001-02-6	-0.09476558864139052	0.02558047923209542	555	0.701051528330237	False
BRD:BRD-K15697815-001-16-2	-0.09472438521388395	0.02604901591330256	552	0.701051528330237	False
BRD:BRD-A20348246-001-15-8	-0.09453296574326332	0.02635348690677011	552	0.701051528330237	False
BRD:BRD-K97309399-001-09-4	-0.09434364889783947	0.02624702496285925	555	0.701051528330237	False
BRD:BRD-K51918615-303-02-9	-0.09398381276630446	0.02853535233117207	543	0.701051528330237	False
BRD:BRD-K02950022-001-02-9	-0.09374589668065018	0.027922221312007982	550	0.701051528330237	False
BRD:BRD-K82804538-001-01-0	-0.0935828668401743	0.04257271399469342	470	0.7290166652463389	False
BRD:BRD-K80725821-300-02-9	-0.09347676975255591	0.028089185057215565	552	0.701051528330237	False
BRD:BRD-K49481516-004-18-3	-0.09315215586285475	0.029525454768633264	546	0.701051528330237	False
BRD:BRD-K47936004-003-11-4	-0.09271142500032567	0.03139240339425303	539	0.701051528330237	False
BRD:BRD-K66295376-001-13-1	-0.09262406334389169	0.03219378583340464	535	0.701051528330237	False
BRD:BRD-K92517771-001-01-2	-0.0923783883902656	0.04532080428348978	470	0.7349749151867362	False
BRD:BRD-K74236708-001-01-9	-0.09165337258186107	0.03209696803995311	547	0.701051528330237	False
BRD:BRD-K51770398-001-01-9	-0.09145949840769055	0.03278413653128465	545	0.701051528330237	False
BRD:BRD-K00091285-001-01-9	-0.09144353852387263	0.007356866621286865	858	0.6170534873939046	False
BRD:BRD-K24696047-001-02-3	-0.09138773528477152	0.03260098796442119	547	0.701051528330237	False
BRD:BRD-K86873305-236-14-7	-0.09108206280085403	0.03536034406038434	534	0.701051528330237	False
BRD:BRD-K85046107-003-01-2	-0.09071642441749077	0.032936597750069435	553	0.701051528330237	False
BRD:BRD-K74363950-004-01-0	-0.09060523171933857	0.03315261173841349	553	0.701051528330237	False
BRD:BRD-K05104363-001-10-0	-0.09058659623268751	0.03672819433797232	532	0.701051528330237	False
BRD:BRD-A55748233-001-08-7	-0.09053807418367599	0.05005154593272572	469	0.7349749151867362	False
BRD:BRD-A00218260-001-03-4	-0.09040869724225518	0.03451739295244689	547	0.701051528330237	False
BRD:BRD-A20830788-001-01-9	-0.09034611273680195	0.05029504202674198	470	0.7349749151867362	False
BRD:BRD-K59332007-300-02-7	-0.09022975394686689	0.033568587193407204	555	0.701051528330237	False
BRD:BRD-K07507905-236-02-6	-0.08997482120183926	0.034729199114556936	551	0.701051528330237	False
BRD:BRD-K01174345-001-01-9	-0.08991342262402723	0.03552287966814778	547	0.701051528330237	False
BRD:BRD-K00091085-001-01-9	-0.08983022145188677	0.008469353545005977	858	0.6170534873939046	False
BRD:BRD-K03109492-001-02-2	-0.08981348786390217	0.03572875658106507	547	0.701051528330237	False
BRD:BRD-A07870296-001-07-4	-0.08975622517303083	0.03584718094458817	547	0.701051528330237	False
BRD:BRD-A47884604-051-01-2	-0.08963546761622529	0.03609801297575729	547	0.701051528330237	False
BRD:BRD-K24497734-001-01-6	-0.0895596106907361	0.03855620920188627	534	0.7152914220787098	False
BRD:BRD-A32172948-001-07-6	-0.0894732844251786	0.03643723901131666	547	0.701051528330237	False
BRD:BRD-A99939097-001-24-2	-0.0893265416401916	0.03589305512539484	552	0.701051528330237	False
BRD:BRD-K13619941-213-01-8	-0.089304623505367	0.03820403486023612	539	0.7109825274416225	False
BRD:BRD-K09778810-001-10-6	-0.08924415156137358	0.035561317365674056	555	0.701051528330237	False
BRD:BRD-K43106192-320-11-8	-0.0892295252754564	0.04156647629743323	522	0.7231751647092168	False
BRD:BRD-K59983611-001-21-9	-0.0890093488732221	0.0583603349162619	453	0.7349749151867362	False
BRD:BRD-K89732114-300-14-7	-0.08895264118845964	0.03754459214100517	547	0.7042203885011743	False
BRD:BRD-K00004747-001-01-9	-0.08869955226829879	0.008736855898780642	873	0.6179505370075058	False
BRD:BRD-K33809398-001-01-8	-0.08834966441647885	0.04362659070495716	522	0.7314186441645905	False
BRD:BRD-K81447180-003-21-4	-0.08814106050893764	0.042137545991093706	532	0.7243508772285912	False
BRD:BRD-K11292736-300-02-8	-0.08813431994285753	0.03934274321835849	547	0.7183352112231243	False
BRD:BRD-K92902018-001-01-9	-0.08789309777898285	0.0421382321804556	535	0.7243508772285912	False
BRD:BRD-K89072800-001-01-8	-0.08787000240048719	0.03993890730337815	547	0.7183352112231243	False
BRD:BRD-K57432881-003-21-8	-0.08749890320936732	0.03933705829375721	555	0.7183352112231243	False
BRD:BRD-A68509429-003-03-9	-0.08748685465879501	0.04008355147260864	551	0.7183352112231243	False
BRD:BRD-K14329163-001-03-9	-0.08737329733180355	0.05550223728942904	481	0.7349749151867362	False
BRD:BRD-A75919782-399-02-6	-0.08719744073164853	0.04149041801750519	547	0.7231751647092168	False
BRD:BRD-K91159026-001-01-7	-0.08716584888292507	0.04063951165409856	552	0.7183352112231243	False
BRD:BRD-K67578145-001-09-7	-0.08706804908339531	0.04678074663037606	522	0.7349749151867362	False
BRD:BRD-K04701033-001-04-7	-0.086644588670634	0.04515839079917835	535	0.7349749151867362	False
BRD:BRD-K94832621-001-02-3	-0.08640359246214213	0.0426243911786151	551	0.7290166652463389	False
BRD:BRD-K72748448-001-01-0	-0.08623552799481667	0.06203498834945976	469	0.7349749151867362	False
BRD:BRD-K33588785-001-01-9	-0.08616281219703954	0.047831801498660655	528	0.7349749151867362	False
BRD:BRD-A33168282-003-18-0	-0.08615135539042718	0.044394711335762595	545	0.7349749151867362	False
BRD:BRD-A54236247-003-04-3	-0.08612256268916291	0.04349654503361492	550	0.7314186441645905	False
BRD:BRD-A31454688-001-01-6	-0.08604166235605426	0.04586411083888923	539	0.7349749151867362	False
BRD:BRD-K16508793-001-05-9	-0.08593251291524122	0.04338857698984102	553	0.7314186441645905	False
BRD:BRD-A82035391-001-02-7	-0.08555380491904575	0.04432386011481912	553	0.7349749151867362	False
BRD:BRD-K15119094-001-01-1	-0.08519583517995714	0.06526113792262452	469	0.735063097914755	False
BRD:BRD-K74664543-213-01-2	-0.08495162473702356	0.052407446171676766	522	0.7349749151867362	False
BRD:BRD-K88443722-001-01-7	-0.08489548981768737	0.06621837059750409	469	0.735063097914755	False
BRD:BRD-K51143828-003-03-1	-0.08481300683836618	0.05122397318020066	529	0.7349749151867362	False
BRD:BRD-K35882976-001-04-7	-0.08458100654973583	0.050548453093858754	535	0.7349749151867362	False
BRD:BRD-A73368467-003-17-6	-0.08448977523889756	0.04704289589943494	553	0.7349749151867362	False
BRD:BRD-K29530284-001-06-2	-0.08448461158665457	0.04827488847020656	547	0.7349749151867362	False
BRD:BRD-K41866823-001-01-3	-0.08444539469499639	0.05005830787229377	539	0.7349749151867362	False
BRD:BRD-K17953908-001-01-7	-0.08404429485663878	0.04822214028972273	553	0.7349749151867362	False
BRD:BRD-K63001556-001-09-6	-0.08379158641727438	0.05364519450101701	531	0.7349749151867362	False
BRD:BRD-A57798112-001-03-7	-0.08375551654716214	0.04962030220029392	550	0.7349749151867362	False
BRD:BRD-K18135438-001-16-7	-0.083705172278556	0.049758004491493445	550	0.7349749151867362	False
BRD:BRD-K65667145-001-14-0	-0.08367143868575473	0.06154676930770291	500	0.7349749151867362	False
BRD:BRD-K40578143-001-02-6	-0.08356252371816834	0.05099581979554813	546	0.7349749151867362	False
BRD:BRD-K68392338-003-02-0	-0.0834429176282789	0.049853257456358546	553	0.7349749151867362	False
BRD:BRD-K81839095-001-30-1	-0.0833979316034244	0.05833905216768258	516	0.7349749151867362	False
BRD:BRD-A28545468-003-16-6	-0.08333260798933359	0.05036635116573511	552	0.7349749151867362	False
BRD:BRD-K36258877-001-03-1	-0.0832631092093768	0.05098091930675731	550	0.7349749151867362	False
BRD:BRD-K73381198-001-01-1	-0.08309364677416485	0.05253292603112232	545	0.7349749151867362	False
BRD:BRD-A04327189-003-03-3	-0.08300985873275424	0.055692693581449695	532	0.7349749151867362	False
BRD:BRD-K71696703-001-07-9	-0.08284924283775402	0.07274424797760241	470	0.7476476669361565	False
BRD:BRD-K37694030-003-12-7	-0.08282550367382947	0.051575615210243966	553	0.7349749151867362	False
BRD:BRD-K47878171-086-06-0	-0.08273561062009653	0.06372062249147552	503	0.7349749151867362	False
BRD:BRD-A15739803-001-01-0	-0.08270988854948193	0.05589063087771901	535	0.7349749151867362	False
BRD:BRD-K63165456-001-10-8	-0.08247924429085106	0.05386755117864669	547	0.7349749151867362	False
BRD:BRD-K55512740-001-01-6	-0.08245169184621887	0.05264234735101334	553	0.7349749151867362	False
BRD:BRD-K94176593-001-09-4	-0.08244823005495017	0.053958110967434414	547	0.7349749151867362	False
BRD:BRD-K00674894-001-01-4	-0.08237458530097944	0.05759880601892312	532	0.7349749151867362	False
BRD:BRD-K34801930-001-01-9	-0.08227298742367657	0.05337532378944252	552	0.7349749151867362	False
BRD:BRD-K12630395-001-14-9	-0.08223234997921855	0.05393014206543666	550	0.7349749151867362	False
BRD:BRD-K01567962-001-23-0	-0.08221903402365803	0.05375033435199708	551	0.7349749151867362	False
BRD:BRD-K43167535-001-01-3	-0.08212119202909933	0.07561660427531121	469	0.7543862461153806	False
BRD:BRD-A48420483-001-02-3	-0.0818207607348117	0.05858895503273189	535	0.7349749151867362	False
BRD:BRD-K81616657-001-01-4	-0.08180579304464759	0.05863528639726102	535	0.7349749151867362	False
BRD:BRD-K99241550-001-03-5	-0.08158169204372072	0.0583858150717639	539	0.7349749151867362	False
BRD:BRD-K50891186-001-04-4	-0.08151029199495476	0.0560796017175967	550	0.7349749151867362	False
BRD:BRD-K00003112-001-01-9	-0.08138516433172778	0.01586111177052307	878	0.6903650571913567	False
BRD:BRD-A00827783-001-24-6	-0.08108705393165838	0.057372264779238846	550	0.7349749151867362	False
BRD:BRD-K65992024-001-01-5	-0.0809734547582276	0.057723397845543284	550	0.7349749151867362	False
BRD:BRD-K00003204-003-01-9	-0.08087221938817288	0.016848877461307768	873	0.6911249791794933	False
BRD:BRD-A16700644-003-04-4	-0.0808676452424035	0.058052053876468765	550	0.7349749151867362	False
BRD:BRD-A95869247-001-26-9	-0.08067104757855371	0.05797925673053745	553	0.7349749151867362	False
BRD:BRD-K88677950-001-03-9	-0.08066569586020386	0.05845344878686207	551	0.7349749151867362	False
BRD:BRD-K25691735-001-09-5	-0.08065937585279982	0.05939999176996856	547	0.7349749151867362	False
BRD:BRD-K03390685-001-01-7	-0.08056801949834948	0.05968967615511664	547	0.7349749151867362	False
BRD:BRD-K38458514-001-01-8	-0.08052806038054403	0.0634484160169187	532	0.7349749151867362	False
BRD:BRD-K52408781-001-02-8	-0.08051808877814028	0.05984849614360847	547	0.7349749151867362	False
BRD:BRD-K80267133-325-22-9	-0.08045670208376283	0.01710290730410841	878	0.6911249791794933	False
BRD:BRD-K06405316-001-04-9	-0.0802586294229349	0.017507142329730906	876	0.6911249791794933	False
BRD:BRD-A49622760-001-01-9	-0.08005638664162296	0.06327048639214325	539	0.7349749151867362	False
BRD:BRD-K78692225-001-24-5	-0.07995006070765566	0.06411910378635644	537	0.7349749151867362	False
BRD:BRD-K76037122-001-02-5	-0.07990497054985535	0.05994458031926658	555	0.7349749151867362	False
BRD:BRD-A60594020-034-01-1	-0.07988511975087723	0.061892319736540906	547	0.7349749151867362	False
BRD:BRD-K78841970-001-13-8	-0.07973257204474321	0.0653522368899316	535	0.735063097914755	False
BRD:BRD-A88369366-001-01-7	-0.07965825310434152	0.06144556275293136	552	0.7349749151867362	False
BRD:BRD-K93725829-001-03-8	-0.07948078173546579	0.08554230269514869	469	0.7649689023275337	False
BRD:BRD-A58564983-001-04-6	-0.07930382399125094	0.0619011250929985	555	0.7349749151867362	False
BRD:BRD-A26503646-001-16-6	-0.07920098890153171	0.06224104350333181	555	0.7349749151867362	False
BRD:BRD-K20079257-001-09-6	-0.07917941757464568	0.06423855724072376	547	0.7349749151867362	False
BRD:BRD-K29392254-001-02-2	-0.0791709836079197	0.0707083137432639	522	0.737495315386731	False
BRD:BRD-K16472653-001-01-6	-0.07906341567821405	0.08720326585429278	469	0.7649689023275337	False
BRD:BRD-K39503511-001-03-9	-0.07890729154455811	0.06370005495290695	553	0.7349749151867362	False
BRD:BRD-A98174560-001-02-1	-0.07883582132378786	0.0644260075783222	551	0.7349749151867362	False
BRD:BRD-K78086729-001-02-7	-0.0787012735406367	0.06391483203736535	555	0.7349749151867362	False
BRD:BRD-A07395371-003-10-0	-0.07860741838665733	0.06545108945129455	550	0.735063097914755	False
BRD:BRD-K10671814-001-14-8	-0.07855931003829013	0.06561663556270517	550	0.735063097914755	False
BRD:BRD-K57091285-001-07-7	-0.07845632720196076	0.08966546342520469	469	0.7649689023275337	False
BRD:BRD-K21565985-001-22-5	-0.07841093807163405	0.06588237741833657	551	0.735063097914755	False
BRD:BRD-K61691541-001-01-1	-0.07831299817970848	0.0664696232871369	550	0.735063097914755	False
BRD:BRD-A67006024-001-04-8	-0.07830086991104597	0.07442733812033411	520	0.7536781247477776	False
BRD:BRD-K07691486-001-15-5	-0.07829277578948514	0.06678892781657297	549	0.735539702623859	False
BRD:BRD-K49962337-001-01-1	-0.07813031066024338	0.06587245923940753	555	0.735063097914755	False
BRD:BRD-K51033547-003-02-6	-0.07799736208691355	0.06633529664885628	555	0.735063097914755	False
BRD:BRD-A95602221-003-02-1	-0.07795402531788125	0.06848632910436334	547	0.735539702623859	False
BRD:BRD-K69624312-001-01-1	-0.07777502480582825	0.09249476712973566	469	0.7649689023275337	False
BRD:BRD-K72093121-001-16-3	-0.07769916601766505	0.06939809895004592	547	0.7374685566871314	False
BRD:BRD-K20714604-003-02-9	-0.07762127311712945	0.06840901037725375	552	0.735539702623859	False
BRD:BRD-K59058747-001-20-9	-0.0776065542660254	0.07024703157829648	545	0.7374685566871314	False
BRD:BRD-K51199656-003-01-4	-0.07757112019119575	0.07037562274060406	545	0.7374685566871314	False
BRD:BRD-K57080016-001-15-9	-0.07747055161022902	0.06819563553137406	555	0.735539702623859	False
BRD:BRD-K77641333-003-27-1	-0.07745075673289059	0.06826636324303643	555	0.735539702623859	False
BRD:BRD-A67181951-001-01-2	-0.07740572888623093	0.06892969395271327	553	0.7368696442676123	False
BRD:BRD-K58968598-001-03-6	-0.07731537359790147	0.07289289477345148	539	0.7476476669361565	False
BRD:BRD-K00003480-001-01-9	-0.0772111974766847	0.022137115211714565	878	0.701051528330237	False
BRD:BRD-K31627533-001-09-5	-0.07708435316428616	0.07111953575900239	549	0.7383817244703764	False
BRD:BRD-K15170068-001-03-2	-0.07705585393190102	0.07577193223132395	532	0.7543862461153806	False
BRD:BRD-A93353767-008-02-2	-0.07682074317878566	0.07106007101721504	553	0.7383817244703764	False
BRD:BRD-A57806482-001-01-4	-0.07676120009789783	0.09647970209462223	470	0.7659608129196168	False
BRD:BRD-A74391928-051-02-1	-0.07672131059025047	0.07990181570582872	522	0.7552490273426546	False
BRD:BRD-K49522529-001-02-9	-0.07654051264022756	0.08061705402681302	522	0.7552490273426546	False
BRD:BRD-K19318328-001-01-3	-0.07643132857790395	0.08745244232034734	501	0.7649689023275337	False
BRD:BRD-K08478539-001-13-8	-0.07636833368811777	0.09856239682285149	469	0.7692398556634042	False
BRD:BRD-A52551912-001-02-9	-0.07635971232653571	0.023814142872226454	876	0.701051528330237	False
BRD:BRD-K95600043-001-01-5	-0.07630980360205354	0.07322543531921455	552	0.7479795523426409	False
BRD:BRD-K28343777-001-01-6	-0.07623577799320735	0.07482766331914772	547	0.7538276467908206	False
BRD:BRD-K53319039-001-01-8	-0.07602785345198622	0.08005820220835957	531	0.7552490273426546	False
BRD:BRD-A16694057-001-06-8	-0.07599697570874125	0.07574568119005393	547	0.7543862461153806	False
BRD:BRD-A91822151-001-05-0	-0.07591314096890305	0.07825909222676229	539	0.7552490273426546	False
BRD:BRD-K11576103-003-01-1	-0.0758927180834449	0.10031997564802081	470	0.7704570214513049	False
BRD:BRD-K26838195-075-04-9	-0.07577387792176249	0.07447982646623841	555	0.7536781247477776	False
BRD:BRD-K23614267-001-01-2	-0.07567806099337938	0.02509868009560636	876	0.701051528330237	False
BRD:BRD-A22642447-001-01-9	-0.07563155029093992	0.07716819526663969	547	0.7552490273426546	False
BRD:BRD-K57304726-003-06-9	-0.07562625867693004	0.0750482002230228	555	0.7543862461153806	False
BRD:BRD-K76810206-001-07-3	-0.07553195590162672	0.07810646649484859	545	0.7552490273426546	False
BRD:BRD-A18043272-001-09-9	-0.07512035350053348	0.07755974189723648	553	0.7552490273426546	False
BRD:BRD-A07780951-065-10-0	-0.07502912362841577	0.08741026061630298	520	0.7649689023275337	False
BRD:BRD-K54006094-051-01-7	-0.07446169242986284	0.08130966287413705	549	0.7552490273426546	False
BRD:BRD-K49865102-001-08-4	-0.07441128765358847	0.08292395572486164	544	0.7598564903803111	False
BRD:BRD-A39052811-048-11-0	-0.0743834044229748	0.08135252761143952	550	0.7552490273426546	False
BRD:BRD-K01291782-001-01-1	-0.0743216137724427	0.08619763741696244	534	0.7649689023275337	False
BRD:BRD-K38385169-001-04-5	-0.07430092485706138	0.10767306271231236	470	0.782272670276762	False
BRD:BRD-K00003119-066-01-9	-0.0742442776408843	0.027818277910783777	878	0.701051528330237	False
BRD:BRD-A96466199-001-01-4	-0.07392800776125671	0.08758097913648895	535	0.7649689023275337	False
BRD:BRD-K19203487-001-01-4	-0.0738968338234994	0.08280830733443695	552	0.7598564903803111	False
BRD:BRD-K04993719-001-01-7	-0.07374442324201462	0.08457799173583586	548	0.7649689023275337	False
BRD:BRD-K79425933-001-09-3	-0.0737074945497796	0.08502009235203219	547	0.7649689023275337	False
BRD:BRD-K29343434-001-02-9	-0.07333657672221142	0.02978998790683921	878	0.701051528330237	False
BRD:BRD-K02265150-001-26-5	-0.07328473312140026	0.08682890822502884	547	0.7649689023275337	False
BRD:BRD-K82244583-001-01-3	-0.07327457831145741	0.09133789121764438	532	0.7649689023275337	False
BRD:BRD-K28307902-001-21-7	-0.07318663135394075	0.08725304192529308	547	0.7649689023275337	False
BRD:BRD-K60379054-001-09-9	-0.073121924789044	0.03027341564261607	878	0.701051528330237	False
BRD:BRD-K83551379-001-01-8	-0.07283260899394005	0.10106797709475633	508	0.7704570214513049	False
BRD:BRD-K26901728-001-06-2	-0.07272199057985045	0.08782809998807832	552	0.7649689023275337	False
BRD:BRD-K03988082-001-01-7	-0.07267101481137686	0.11602662928996867	469	0.7927546382963394	False
BRD:BRD-K03289534-001-01-4	-0.07242918229230813	0.09028859037540839	548	0.7649689023275337	False
BRD:BRD-K34608650-001-02-4	-0.07239151835751945	0.0913474302198825	545	0.7649689023275337	False
BRD:BRD-A68464583-001-02-5	-0.072389352864139	0.0907621534779293	547	0.7649689023275337	False
BRD:BRD-A23603052-001-03-2	-0.07228813077969604	0.0903287218197222	550	0.7649689023275337	False
BRD:BRD-A52660433-066-02-1	-0.07225125490611448	0.09596451218260289	532	0.7659608129196168	False
BRD:BRD-K71731651-001-04-3	-0.07223137987875108	0.09388592122039385	539	0.7654378047034796	False
BRD:BRD-A39794701-003-01-6	-0.07211422324280198	0.1204475414104386	465	0.7989855807926727	False
BRD:BRD-A29014990-001-02-3	-0.07185186994650318	0.12020588234972872	469	0.7989855807926727	False
BRD:BRD-K13394247-003-01-4	-0.07180967417877798	0.09738580541700377	534	0.7659608129196168	False
BRD:BRD-K93767137-001-01-1	-0.07180238325618202	0.0916305573889452	553	0.7649689023275337	False
BRD:BRD-K44067360-001-30-3	-0.07158051582672459	0.0990972096692788	532	0.7704570214513049	False
BRD:BRD-K99108507-001-10-9	-0.07148818677651286	0.03629273616448417	858	0.701051528330237	False
BRD:BRD-K95957366-001-02-6	-0.07146689812988244	0.09375698946919836	551	0.7654378047034796	False
BRD:BRD-K41567364-001-04-6	-0.07141662031639212	0.09519582897947737	547	0.7659608129196168	False
BRD:BRD-K73303757-001-21-6	-0.07132379756780935	0.09562780038298645	547	0.7659608129196168	False
BRD:BRD-K00003463-001-01-9	-0.07123564012120326	0.03481854556630066	878	0.701051528330237	False
BRD:BRD-A74975734-004-09-9	-0.0712038928562211	0.1002502051790657	534	0.7704570214513049	False
BRD:BRD-K00003464-001-01-9	-0.07114692714622245	0.035570805085206526	873	0.701051528330237	False
BRD:BRD-K62685538-001-01-7	-0.0710152233088013	0.09769102562421032	545	0.7659608129196168	False
BRD:BRD-A76533773-001-01-9	-0.0709905789753323	0.10095399284873681	535	0.7704570214513049	False
BRD:BRD-K00003094-001-01-9	-0.07089415082701495	0.03570072879713999	878	0.701051528330237	False
BRD:BRD-K36574127-001-01-3	-0.07081198543667255	0.1018167055267168	535	0.7706570507159977	False
BRD:BRD-K31553034-001-03-0	-0.07071210806080212	0.09728528115067507	551	0.7659608129196168	False
BRD:BRD-K47598052-001-15-8	-0.07066397488660092	0.10030492222417661	542	0.7704570214513049	False
BRD:BRD-K59110290-238-01-7	-0.07057046466484805	0.09734896450696158	553	0.7659608129196168	False
BRD:BRD-K24527118-001-02-9	-0.07046371226804587	0.03683974981173447	878	0.701051528330237	False
