term	HR	HR_low	HR_high	pvalue
immune_subtypeIM	0.803628551043835	0.269180806211379	2.3992009576852	0.695239185538548
immune_subtypeBLIA	1.05101460957691	0.450797639056416	2.450393732887	0.908282861631056
