drug,correlation,p_value,n,significance
BRD:BRD-K88956297-003-01-9,-0.03301446296666689,0.44432800379343124,539,NS
BRD:BRD-K00004701-001-01-9,-0.032979016988999306,0.3290264318676858,878,NS
BRD:BRD-K00010129-001-01-9,-0.03297707225530908,0.3296080254300011,876,NS
BRD:BRD-K47031502-001-01-6,-0.03295499567406099,0.44514937255717824,539,NS
BRD:BRD-K98548675-001-05-9,-0.032942747178001566,0.4386114283953529,555,NS
BRD:BRD-K00003346-003-01-9,-0.03291146731811734,0.3300186042941302,878,NS
BRD:BRD-K00003470-001-01-9,-0.03287761170513122,0.3319013419855073,873,NS
BRD:BRD-A07815743-001-01-1,-0.03284390121199499,0.4420638580758658,550,NS
BRD:BRD-K43786866-300-02-3,-0.03282507427812339,0.44441701543979656,545,NS
BRD:BRD-K21547160-001-01-4,-0.03281018713668134,0.4501323723608891,532,NS
BRD:BRD-K25943794-001-02-3,-0.03280221026654792,0.44389639076954934,547,NS
BRD:BRD-K01663662-003-20-2,-0.032793194600063094,0.4431861304412771,549,NS
BRD:BRD-A15909516-001-06-6,-0.0327839642957195,0.4416508409363396,553,NS
BRD:BRD-K73610817-001-10-9,-0.032771456884795866,0.33208123483759067,878,NS
BRD:BRD-K03164761-001-02-1,-0.03276019884794445,0.44281249858872945,551,NS
BRD:BRD-K00003117-001-01-9,-0.03275931212769504,0.33226054222462853,878,NS
BRD:BRD-K01507359-001-22-9,-0.03272345873649568,0.45563671738937944,522,NS
BRD:BRD-A66143912-001-01-1,-0.03267493096151674,0.4797665737059919,470,NS
BRD:BRD-K00004669-001-01-9,-0.03265130357257355,0.333857946248686,878,NS
BRD:BRD-K93942811-001-01-3,-0.032637251278696454,0.48027352813433716,470,NS
BRD:BRD-K38627885-001-01-9,-0.03263584493480934,0.33463969800848253,876,NS
BRD:BRD-K00521308-019-01-9,-0.03262600717838586,0.4450995694371369,550,NS
BRD:BRD-K61452026-001-04-6,-0.032617254815525076,0.44315097225823297,555,NS
BRD:BRD-K46392623-001-02-5,-0.032604128425233275,0.44333460208837483,555,NS
BRD:BRD-A50684349-003-02-9,-0.032581144520688124,0.44572606667071374,550,NS
BRD:BRD-K51387999-067-01-6,-0.03256535936853013,0.4812415916431901,470,NS
BRD:BRD-K68408772-001-05-4,-0.03256242071382821,0.45271127923439586,534,NS
BRD:BRD-K89162000-001-06-4,-0.03256171476458401,0.44516803997701715,552,NS
BRD:BRD-K68392338-003-02-0,-0.0325578180742702,0.4448086994234156,553,NS
BRD:BRD-K45238818-001-02-6,-0.032549264625668185,0.4461715668054865,550,NS
BRD:BRD-K43639297-001-01-9,-0.032548156837233604,0.45290938129313296,534,NS
BRD:BRD-K85406984-001-01-0,-0.03254370335817157,0.4542492173683867,531,NS
BRD:BRD-A99939097-001-24-2,-0.03252290291515516,0.445711044995218,552,NS
BRD:BRD-K59456551-001-22-6,-0.03250267094591708,0.4586846588632799,522,NS
BRD:BRD-K00023644-001-01-9,-0.03248641854916089,0.33630605066084895,878,NS
BRD:BRD-A78377521-001-05-5,-0.032473031555600364,0.44931979757513824,545,NS
BRD:BRD-K00010385-001-01-9,-0.03245253733628546,0.3368105211095629,878,NS
BRD:BRD-K78627070-001-01-5,-0.032449777519388136,0.4828001808397966,470,NS
BRD:BRD-K04264130-001-01-4,-0.03241258498525465,0.4480844364098004,550,NS
BRD:BRD-K45044657-001-01-4,-0.03239467406899968,0.33822560564065113,876,NS
BRD:BRD-K80076813-001-08-8,-0.03238290076420098,0.45520807509283434,534,NS
BRD:BRD-K07106112-003-03-8,-0.032380272331478784,0.4485373390686824,550,NS
BRD:BRD-K03886848-001-01-8,-0.03229570153874693,0.3391520348295274,878,NS
BRD:BRD-K98004573-051-02-8,-0.032162604388145256,0.44953644972295975,555,NS
BRD:BRD-K59390331-045-01-5,-0.032147652938240685,0.4497473198901231,555,NS
BRD:BRD-K51541829-050-01-0,-0.0321265797100498,0.4512773821574082,552,NS
BRD:BRD-K00003213-001-01-9,-0.03211968234386081,0.3417923363118309,878,NS
BRD:BRD-K04032780-001-01-8,-0.03209763667051695,0.4880314208652262,469,NS
BRD:BRD-K67680372-003-02-6,-0.03208152453697067,0.45273692286770095,550,NS
BRD:BRD-K18678457-003-02-8,-0.03207785163502228,0.45155322871086223,553,NS
BRD:BRD-K40581315-034-02-9,-0.032038933653466384,0.3435598069665013,876,NS
BRD:BRD-K52087522-300-02-9,-0.03202711610252886,0.3437379225872175,876,NS
BRD:BRD-K68003372-001-01-6,-0.03198756570466931,0.4890602100155327,470,NS
BRD:BRD-K71250460-001-02-9,-0.031955407489060506,0.34481998587354207,876,NS
BRD:BRD-K11073688-001-01-6,-0.031952923562503954,0.46248710928030284,531,NS
BRD:BRD-K42348709-003-13-1,-0.0319245868900675,0.45951787053841503,539,NS
BRD:BRD-K55420858-001-01-0,-0.03188052814162282,0.34540064490624467,878,NS
BRD:BRD-K99498722-001-02-6,-0.03187273634570769,0.4569222741773319,547,NS
BRD:BRD-K59895502-001-01-9,-0.031817704504882915,0.4631192034676843,534,NS
BRD:BRD-K62050508-001-01-0,-0.03180186450932757,0.4633420134438738,534,NS
BRD:BRD-K00084839-001-01-9,-0.031785574168171495,0.3524077750182183,858,NS
BRD:BRD-K02908048-003-06-4,-0.031775648068576155,0.4574708400328798,549,NS
BRD:BRD-K22641081-304-01-8,-0.031748542440643665,0.49231447002877216,470,NS
BRD:BRD-K79612754-001-19-1,-0.031741935941084334,0.4692732921458342,522,NS
BRD:BRD-A64977602-001-15-9,-0.031735894543903825,0.4576230576877226,550,NS
BRD:BRD-K64120610-001-01-4,-0.031730484404607226,0.4639268812821635,535,NS
BRD:BRD-K45528773-001-07-2,-0.03171873508422186,0.4695983279216216,522,NS
BRD:BRD-K26548821-003-10-5,-0.03170855861582112,0.4580107584605248,550,NS
BRD:BRD-K82928892-001-02-5,-0.03169165335675692,0.4699778902272148,522,NS
BRD:BRD-K05658747-001-02-9,-0.03168518453617,0.45957639985117704,547,NS
BRD:BRD-K33690734-001-01-5,-0.03167781770102861,0.4576273073985119,552,NS
BRD:BRD-K50325075-001-02-1,-0.031664670057315845,0.45822356174652534,551,NS
BRD:BRD-K08303368-001-10-0,-0.03165220677748197,0.4744007071989485,513,NS
BRD:BRD-K95901403-001-04-5,-0.03164301509751324,0.45771307827210084,553,NS
BRD:BRD-K48068743-001-01-6,-0.031642040617080446,0.46350259796688015,539,NS
BRD:BRD-K06593056-001-04-8,-0.031610031836883004,0.46064232883416745,547,NS
BRD:BRD-K41434598-003-01-9,-0.031587861008997485,0.46426887624642366,539,NS
BRD:BRD-K91543828-001-02-0,-0.03154859954140878,0.4664937938626467,535,NS
BRD:BRD-K96295391-300-01-7,-0.031538876966300096,0.4951785314343014,470,NS
BRD:BRD-A17462676-003-11-6,-0.0315372152807009,0.459218910451319,553,NS
BRD:BRD-A33603104-003-02-9,-0.03145466108218955,0.3524364675606615,876,NS
BRD:BRD-K24570280-001-07-9,-0.03144636023447663,0.35256361461357705,876,NS
BRD:BRD-K08999871-213-01-5,-0.03143942267680982,0.46637188153482456,539,NS
BRD:BRD-A48237631-001-04-8,-0.03142439050426099,0.4641037313872524,545,NS
BRD:BRD-A80321291-001-03-2,-0.03139532430966574,0.4971445867445793,470,NS
BRD:BRD-K86687746-001-01-3,-0.03138677573090743,0.46711902380520254,539,NS
BRD:BRD-K65230684-001-06-9,-0.03130472481846447,0.3541872701520071,878,NS
BRD:BRD-M01344114-348-01-0,-0.03129678431407552,0.35485968620574637,876,NS
BRD:BRD-K31342827-001-13-8,-0.0312876266046632,0.35500056749118153,876,NS
BRD:BRD-K26701552-001-01-8,-0.031281137769366,0.4632816794996243,552,NS
BRD:BRD-K34022604-001-06-6,-0.03126551340372273,0.4630986523316383,553,NS
BRD:BRD-K70177501-003-01-4,-0.031231115593063304,0.4660376373690956,547,NS
BRD:BRD-K49783248-303-08-4,-0.03120772149810262,0.4647391669121613,551,NS
BRD:BRD-K53517854-051-01-4,-0.031199417939473277,0.4652653114593388,550,NS
BRD:BRD-K11590034-002-03-4,-0.031179294070481083,0.47719058649121165,522,NS
BRD:BRD-K67017579-001-28-1,-0.031176409598949836,0.465594646095573,550,NS
BRD:BRD-K62607865-001-09-7,-0.031148322678097924,0.47342096768281977,532,NS
BRD:BRD-K46331928-001-06-6,-0.03113286124969944,0.47364069542471615,532,NS
BRD:BRD-K53114651-001-12-7,-0.031063878593407968,0.3584536289837134,876,NS
BRD:BRD-K29066607-001-02-9,-0.03096077111371119,0.3595025765388736,878,NS
BRD:BRD-K85920262-001-02-1,-0.030929822170254587,0.4687267162630822,551,NS
BRD:BRD-K00003169-001-01-9,-0.03092281209918146,0.36009222794216583,878,NS
BRD:BRD-K34657753-001-01-9,-0.030893220304944582,0.3611014931403862,876,NS
BRD:BRD-K15916496-001-27-9,-0.030885811982017296,0.46855095951750136,553,NS
BRD:BRD-K86972824-001-02-2,-0.030867749358035382,0.47205977380113906,545,NS
BRD:BRD-K28570407-001-02-0,-0.030860582636354803,0.4709403769567534,548,NS
BRD:BRD-K00079520-001-02-9,-0.03085023859634917,0.36676401718915924,858,NS
BRD:BRD-A61850409-001-10-7,-0.03084115836818433,0.47000290614269385,551,NS
BRD:BRD-K00004614-001-01-9,-0.030805262717817493,0.363296496463884,873,NS
BRD:BRD-K09946180-300-01-6,-0.030776908071287246,0.5061168990453053,469,NS
BRD:BRD-K85139301-001-01-3,-0.030768067541646463,0.5062391303852791,469,NS
BRD:BRD-K00010938-001-01-9,-0.030764248961652176,0.3639359914070785,873,NS
BRD:BRD-K06357403-001-01-4,-0.030756976444311086,0.4781705739985891,534,NS
BRD:BRD-K06858286-001-01-3,-0.030742713199051894,0.4718265571926597,550,NS
BRD:BRD-A55484088-050-02-5,-0.03072885371343071,0.4712183321192411,552,NS
BRD:BRD-A31095847-001-02-3,-0.030720077237911737,0.4733693081370861,547,NS
BRD:BRD-K01584643-001-04-9,-0.030710458844977202,0.3639506875978941,876,NS
BRD:BRD-K33445938-001-01-8,-0.03069044584369769,0.36508851350669724,873,NS
BRD:BRD-K73237276-001-01-0,-0.030688475100357264,0.4713985444208015,553,NS
BRD:BRD-K00003225-003-01-9,-0.03068236363815755,0.3638413971166232,878,NS
BRD:BRD-A08545410-311-03-4,-0.030668031551984196,0.48444764190269995,522,NS
BRD:BRD-K99504665-001-01-2,-0.030629835091825063,0.4714430157019324,555,NS
BRD:BRD-K54519451-001-02-9,-0.030598347128162607,0.480031552132525,535,NS
BRD:BRD-A91831168-003-02-5,-0.03058964147983216,0.4752507043162443,547,NS
BRD:BRD-K97009491-238-03-8,-0.030540722122873346,0.4862639521348376,522,NS
BRD:BRD-K51776215-001-03-9,-0.03053328483734132,0.36672613252151076,876,NS
BRD:BRD-K92441787-001-04-1,-0.030525736499296994,0.47295180170031503,555,NS
BRD:BRD-K16136380-001-01-7,-0.030491451939572648,0.48696786882173015,522,NS
BRD:BRD-K92984783-003-05-7,-0.030487164516657336,0.4743132506832286,553,NS
BRD:BRD-K56851771-001-06-8,-0.030483474650477432,0.4743667669703117,553,NS
BRD:BRD-K00003221-001-01-9,-0.030462109160108573,0.36729699731651266,878,NS
BRD:BRD-K20285085-001-07-1,-0.030425221957172965,0.4837568170692146,532,NS
BRD:BRD-K00004622-001-01-9,-0.030421153847841564,0.36794179413419253,878,NS
BRD:BRD-K68507560-003-24-6,-0.030366222342473114,0.47888699706156823,546,NS
BRD:BRD-K89272869-003-01-8,-0.030364271261564695,0.4833988017451009,535,NS
BRD:BRD-A88369366-001-01-7,-0.030323755035016994,0.47708706900986,552,NS
BRD:BRD-K17443395-065-02-2,-0.030282376943672498,0.47728840205347467,553,NS
BRD:BRD-K69932463-001-10-6,-0.030265641696271935,0.47994170931834135,547,NS
BRD:BRD-K00003231-001-01-9,-0.03026068516563822,0.37184484961677805,873,NS
BRD:BRD-K18898553-001-01-1,-0.030259262335806003,0.4849135297354027,535,NS
BRD:BRD-A92933783-050-01-6,-0.03024120375037807,0.4811038911161973,545,NS
BRD:BRD-K00003118-011-01-9,-0.03020407296325398,0.37137123312497017,878,NS
BRD:BRD-K44043890-001-01-4,-0.030201110417051993,0.514110229633011,469,NS
BRD:BRD-K54262262-001-09-0,-0.03019032895737239,0.48224653236029025,544,NS
BRD:BRD-A81233518-004-16-1,-0.03018963357641983,0.4786391197294452,553,NS
BRD:BRD-A44133049-003-07-8,-0.03016563361644027,0.4813947375767089,547,NS
BRD:BRD-K00003468-001-01-9,-0.03015477805209259,0.37352164480955213,873,NS
BRD:BRD-K10974103-001-21-1,-0.030151781117833898,0.4803911283593312,550,NS
BRD:BRD-M92675308-003-07-1,-0.0301209819151078,0.4820442571787492,547,NS
BRD:BRD-K32107296-001-16-9,-0.030103165226398786,0.4823035576851959,547,NS
BRD:BRD-K11848003-001-17-9,-0.03006067873631171,0.379161907096598,858,NS
BRD:BRD-K18194590-065-08-0,-0.030015571235279214,0.4811797817877425,553,NS
BRD:BRD-K72167406-001-02-1,-0.030004824512726114,0.49394963982272144,522,NS
BRD:BRD-K48875051-001-01-0,-0.029989766750642084,0.37532227933375795,876,NS
BRD:BRD-K07798980-001-01-9,-0.029963458932546434,0.48313819162742583,550,NS
BRD:BRD-K55029398-001-01-6,-0.029961509204830254,0.48963064481568036,534,NS
BRD:BRD-K62738477-001-01-7,-0.02992466086118303,0.5175228203003097,470,NS
BRD:BRD-K25649279-001-02-0,-0.02990806414308843,0.48595076751176114,545,NS
BRD:BRD-K08223200-001-01-1,-0.029873148977304403,0.486460271848051,545,NS
BRD:BRD-K00004968-001-01-9,-0.029867601138057705,0.3767257817880007,878,NS
BRD:BRD-K31920458-001-23-6,-0.02984327528233795,0.4933917455362282,529,NS
BRD:BRD-K88143662-001-01-5,-0.029841499214000353,0.49096496841337206,535,NS
BRD:BRD-K00004750-001-01-9,-0.02983750761027019,0.3785727932535897,873,NS
BRD:BRD-K00091288-001-01-9,-0.029799809936817634,0.38331406075335306,858,NS
BRD:BRD-K26305185-001-02-1,-0.029773659611623562,0.49728483860315786,522,NS
BRD:BRD-K24255045-001-05-3,-0.02977205343129628,0.4871362248186537,547,NS
BRD:BRD-K39484304-001-16-5,-0.02976842116019043,0.48479979638064846,553,NS
BRD:BRD-K77484724-001-02-0,-0.02976699547705401,0.49327050015326024,532,NS
BRD:BRD-K00003282-001-01-9,-0.02975945074635693,0.37845691309726137,878,NS
BRD:BRD-K00004697-001-01-9,-0.029730391977177004,0.3789228802696124,878,NS
BRD:BRD-K68164687-001-01-6,-0.0297301033190914,0.48536235354517726,553,NS
BRD:BRD-K73982490-001-02-9,-0.02972155340611898,0.48867578668497363,545,NS
BRD:BRD-K62736196-015-11-0,-0.02966516396825937,0.49885430509991774,522,NS
BRD:BRD-K78844995-001-02-6,-0.029647868321640587,0.4897546231664635,545,NS
BRD:BRD-K40366680-001-03-3,-0.029629348005423127,0.48763571163782227,551,NS
BRD:BRD-K15893360-001-01-8,-0.029620680597939583,0.521788022030468,470,NS
BRD:BRD-K53561341-001-07-5,-0.029590683127335853,0.4882041182277929,551,NS
BRD:BRD-K32768103-051-02-6,-0.029575556753839695,0.4880304646271534,552,NS
BRD:BRD-K78373679-001-03-7,-0.029566104478775175,0.5230007910061714,469,NS
BRD:BRD-K51041191-001-02-9,-0.029558131451641805,0.38169236727431594,878,NS
BRD:BRD-K57597776-001-01-2,-0.02955033160370004,0.4895911944426768,549,NS
BRD:BRD-K58685305-001-20-4,-0.029543691469458372,0.4908829491022619,546,NS
BRD:BRD-K39503511-001-03-9,-0.0294798310495427,0.4890453385701546,553,NS
BRD:BRD-K71667152-003-09-8,-0.029406625976965774,0.5252459075617883,469,NS
BRD:BRD-A53951045-004-01-6,-0.0293942369830759,0.49268226223855843,547,NS
BRD:BRD-K22685337-001-13-4,-0.02935355759252698,0.49209293807509963,550,NS
BRD:BRD-K59866480-001-07-3,-0.02935211060104288,0.4981050691977021,535,NS
BRD:BRD-K17849083-001-32-9,-0.02934124830950401,0.4994768512991406,532,NS
BRD:BRD-K27316855-001-19-0,-0.02930965277806514,0.4919519394038419,552,NS
BRD:BRD-K00074484-001-02-9,-0.029307235079597992,0.39122962841315384,858,NS
BRD:BRD-K35687421-001-02-5,-0.029264896344563113,0.49222024321865565,553,NS
BRD:BRD-K89072800-001-01-8,-0.029233153587628555,0.4950570573895885,547,NS
BRD:BRD-K77951111-001-05-9,-0.029229106046857717,0.3870165565743484,878,NS
BRD:BRD-K98769987-001-23-7,-0.02920119946142251,0.4987128883826328,539,NS
BRD:BRD-K33583600-001-16-1,-0.029190041600135132,0.49569367508499057,547,NS
BRD:BRD-K15656090-001-07-3,-0.029177533264754644,0.38839775918695885,876,NS
BRD:BRD-K02260986-001-03-9,-0.029172504002718955,0.3892954523571076,873,NS
BRD:BRD-K71133585-236-14-4,-0.029166675094509837,0.5281916452773975,470,NS
BRD:BRD-K00003391-236-01-9,-0.029157212630735316,0.3881859062447261,878,NS
BRD:BRD-K17849083-001-31-1,-0.029152754962253075,0.4970366990463248,545,NS
BRD:BRD-A15687940-001-05-6,-0.02914593262815399,0.5011295831534236,535,NS
BRD:BRD-K20431737-001-08-1,-0.029108760389591065,0.4957119343951709,550,NS
BRD:BRD-K69469734-003-02-5,-0.029070693276747443,0.5006346248453117,539,NS
BRD:BRD-K03165895-001-01-9,-0.029063806244426296,0.50233702707743,535,NS
BRD:BRD-K00003437-001-01-9,-0.029035881661930784,0.39152100817074487,873,NS
BRD:BRD-K42500029-001-03-5,-0.029025627093182252,0.49615922042850963,552,NS
BRD:BRD-K42991124-001-03-0,-0.029010815437985144,0.5083753074852614,522,NS
BRD:BRD-K55808645-001-01-4,-0.029006617532471496,0.5035798824793943,534,NS
BRD:BRD-K25290930-001-03-9,-0.028999196534384493,0.39211991334175217,873,NS
BRD:BRD-K43578482-001-01-4,-0.028985630525726117,0.501889299556669,539,NS
BRD:BRD-K88570498-001-01-9,-0.028978907194213647,0.5312914509757205,469,NS
BRD:BRD-K25244359-066-03-4,-0.028974959568288577,0.5088997552477055,522,NS
BRD:BRD-K00076647-001-02-9,-0.0289741148749276,0.3966385263321751,858,NS
BRD:BRD-K00004744-001-01-9,-0.028924545726658788,0.39334034112310484,873,NS
BRD:BRD-K66465025-001-05-1,-0.02889634796689035,0.4988636090534763,550,NS
BRD:BRD-A22106989-001-05-0,-0.028892363591252013,0.5001012360294342,547,NS
BRD:BRD-K32892871-003-02-9,-0.02888914574905109,0.3931061079627481,876,NS
BRD:BRD-K59146805-001-03-7,-0.028883633825627714,0.49787907183516067,553,NS
BRD:BRD-K90563805-001-02-6,-0.028822677539531157,0.5058910124336099,535,NS
BRD:BRD-K56932272-001-02-9,-0.02881070720098539,0.39439267965792096,876,NS
BRD:BRD-K11742128-003-23-4,-0.028786860001640872,0.5004922778373379,550,NS
BRD:BRD-K02113016-001-15-4,-0.02877378519228426,0.5014702786258809,548,NS
BRD:BRD-K28120222-001-08-4,-0.028745357579475987,0.5022855003330662,547,NS
BRD:BRD-K08251020-001-01-0,-0.028733201064587145,0.5056223789667704,539,NS
BRD:BRD-K53438416-001-01-9,-0.028729743845653664,0.534829363907436,469,NS
BRD:BRD-K86892782-001-17-0,-0.028729675941571844,0.5056746136249266,539,NS
BRD:BRD-K69694239-001-02-2,-0.028726297915711727,0.49944687998832293,555,NS
BRD:BRD-K59647213-001-10-5,-0.02870890742216362,0.5156536674198627,515,NS
BRD:BRD-K49657628-001-14-8,-0.028706344923290425,0.5036514471599922,545,NS
BRD:BRD-K24566386-001-01-9,-0.028699391460167617,0.5041482998131381,544,NS
BRD:BRD-K10362825-001-03-4,-0.028692246581575206,0.5130447524218095,522,NS
BRD:BRD-K74717603-001-02-2,-0.028686988939436796,0.5000343135688494,555,NS
BRD:BRD-K10667240-001-01-7,-0.02868327672767758,0.5083502855292504,534,NS
BRD:BRD-K00091267-001-01-9,-0.02868231647048295,0.4014132975251431,858,NS
BRD:BRD-A58193911-003-18-7,-0.0286797542079194,0.5092012445932321,532,NS
BRD:BRD-K62277907-001-01-6,-0.02867810144523582,0.5040715024441752,545,NS
BRD:BRD-K41160163-001-06-8,-0.028664228705853237,0.5011511421551387,553,NS
BRD:BRD-K75250001-001-01-3,-0.02865252047662853,0.5013260700969139,553,NS
BRD:BRD-K93331255-001-02-0,-0.028643782808991467,0.5356160301537765,470,NS
BRD:BRD-K29895144-001-01-0,-0.028641503936334866,0.5018795589553693,552,NS
BRD:BRD-K00005249-001-01-9,-0.028638513554703728,0.39803775473902736,873,NS
BRD:BRD-K41143549-003-02-4,-0.02863207661993774,0.5027995191190682,550,NS
BRD:BRD-K00003152-001-01-9,-0.02862121707618018,0.3983228870240326,873,NS
BRD:BRD-K63675182-003-23-6,-0.02861599241950912,0.5030395955413097,550,NS
BRD:BRD-K93754473-048-20-2,-0.02857418101214656,0.5021094860691528,554,NS
BRD:BRD-K00003216-001-01-9,-0.028548432302894423,0.3981736349406436,878,NS
BRD:BRD-A54228901-001-01-7,-0.028526644309432504,0.5377219455027179,469,NS
BRD:BRD-K94853001-300-04-9,-0.02851630380210065,0.3992442101471384,876,NS
BRD:BRD-K00003240-300-01-9,-0.02848387892974975,0.399241693968675,878,NS
BRD:BRD-K27529556-001-04-9,-0.028479238057475962,0.4006680486032626,873,NS
BRD:BRD-K87021635-003-02-2,-0.0284776724281329,0.5384205820928982,469,NS
BRD:BRD-K56912469-003-02-0,-0.02845624340755531,0.511317026016098,535,NS
BRD:BRD-A17846016-001-13-9,-0.028430411039675862,0.5058139886520225,550,NS
BRD:BRD-K27853494-003-04-7,-0.028430219505261395,0.5128950874340094,532,NS
BRD:BRD-A71774530-001-05-9,-0.028385113663264065,0.506104434674486,551,NS
BRD:BRD-K37087535-001-01-1,-0.028293882469811345,0.5410465850227827,469,NS
BRD:BRD-K21152241-001-07-3,-0.028284154153103012,0.5138756750035435,535,NS
BRD:BRD-K57136142-001-02-4,-0.028269064150174498,0.5082325931378585,550,NS
BRD:BRD-K55013654-003-02-3,-0.028245767303813774,0.5085823140859709,550,NS
BRD:BRD-A11725667-001-01-8,-0.028234391899330524,0.5414651978869922,470,NS
BRD:BRD-K04993719-001-01-7,-0.028210120916560406,0.5098924092106972,548,NS
BRD:BRD-K39371216-001-01-3,-0.028200760393197397,0.5092582921238726,550,NS
BRD:BRD-A29854054-236-12-6,-0.0282000789213322,0.510431179239599,547,NS
BRD:BRD-K66911501-003-01-2,-0.028175516132434998,0.5096376517993653,550,NS
BRD:BRD-K17500877-001-02-1,-0.028166457126252056,0.5117128101475563,545,NS
BRD:BRD-K83176916-001-01-4,-0.028164066271401937,0.542905243086074,469,NS
BRD:BRD-K47000838-001-01-6,-0.028161636960401134,0.5168863945065759,532,NS
BRD:BRD-K00090645-001-01-9,-0.02814213129999172,0.41034286884741855,858,NS
BRD:BRD-K00090628-001-01-9,-0.028118269147769406,0.41074002242201846,858,NS
BRD:BRD-K74671368-001-01-8,-0.028101642370944816,0.5165965282879763,535,NS
BRD:BRD-K18399440-001-11-9,-0.028095725400978433,0.4057000419821222,878,NS
BRD:BRD-K09778810-001-10-6,-0.028071873655334683,0.5092740209606467,555,NS
BRD:BRD-K49522529-001-02-9,-0.028063292443721372,0.5223286754524337,522,NS
BRD:BRD-K61323504-001-04-0,-0.02802694472284327,0.513806812416311,545,NS
BRD:BRD-K86816506-001-01-8,-0.0280256284714679,0.5201001664163958,529,NS
BRD:BRD-K22936972-003-23-6,-0.027981659515306876,0.513713266687763,547,NS
BRD:BRD-K58726989-001-02-7,-0.02795644188012577,0.408032635828566,878,NS
BRD:BRD-K47869605-001-32-0,-0.027941274515889493,0.517427801709113,539,NS
BRD:BRD-K58819470-001-05-9,-0.027882828920467995,0.5136627217593172,551,NS
BRD:BRD-A14941520-051-01-0,-0.027881034261588153,0.5133062928866655,552,NS
BRD:BRD-A88562598-001-01-7,-0.027871260239109068,0.5204337460821091,534,NS
BRD:BRD-K77597856-003-02-5,-0.027845944738350562,0.5157580929734608,547,NS
BRD:BRD-A46813902-001-01-6,-0.027842935865273793,0.5138822880659397,552,NS
BRD:BRD-K18637542-001-01-7,-0.027829551330387666,0.4101646112823178,878,NS
BRD:BRD-K51207550-001-23-0,-0.027762664279280865,0.5158626808751213,550,NS
BRD:BRD-K44942188-001-09-1,-0.02775251596757264,0.517938770982807,545,NS
BRD:BRD-K09549677-300-03-4,-0.027748616825081573,0.5234479609431946,531,NS
BRD:BRD-K43900408-001-02-9,-0.027745156751546023,0.41292485946763724,873,NS
BRD:BRD-K50398167-236-22-7,-0.02770966890637695,0.518585444633586,545,NS
BRD:BRD-K76614248-001-01-2,-0.027688272827768222,0.523176982976176,534,NS
BRD:BRD-K84868168-001-01-0,-0.027641225676790407,0.5238834796088261,534,NS
BRD:BRD-A59174698-003-18-5,-0.027597999297790086,0.5172125904748854,553,NS
BRD:BRD-K48988407-001-01-2,-0.02757260278846895,0.5206569199001689,545,NS
BRD:BRD-A31800922-003-25-1,-0.02755210600992895,0.5260035707829407,532,NS
BRD:BRD-K59197931-001-04-5,-0.027551095421926266,0.5179251942822106,553,NS
BRD:BRD-K62676709-065-05-5,-0.027530743480150013,0.5174755162508878,555,NS
BRD:BRD-K00003458-001-01-9,-0.02751169555622185,0.41553405588897874,878,NS
BRD:BRD-A23067620-300-01-3,-0.027506034578453475,0.5208979714275705,547,NS
BRD:BRD-A41387824-001-06-0,-0.027505135591669692,0.41617844437480744,876,NS
BRD:BRD-K75352575-001-01-3,-0.027491274825136205,0.5192147089357105,552,NS
BRD:BRD-K51911221-001-01-2,-0.02748455543302698,0.5181786976373927,555,NS
BRD:BRD-K17539220-001-02-9,-0.02746827268731019,0.4168036857523545,876,NS
BRD:BRD-K47114202-001-14-6,-0.02743951090775454,0.5340001642674828,516,NS
BRD:BRD-K31054881-300-04-7,-0.02742128507460365,0.5202793893247585,552,NS
BRD:BRD-K00003514-342-01-9,-0.027410707911774704,0.4172486482505968,878,NS
BRD:BRD-K00003457-001-01-9,-0.027401445603242373,0.41873914072299884,873,NS
BRD:BRD-K97045029-001-04-3,-0.02739288128478581,0.5195758318384288,555,NS
BRD:BRD-K97440753-066-18-1,-0.02737722788887633,0.5198145866504723,555,NS
BRD:BRD-K68633027-001-01-9,-0.027343758178943956,0.5547229056511186,469,NS
BRD:BRD-A41385909-001-01-3,-0.027322299258909798,0.5333758015818387,522,NS
BRD:BRD-K93788137-001-04-1,-0.027320493627257688,0.5550598830481978,469,NS
BRD:BRD-K00003512-001-01-9,-0.02731183008644434,0.41893144664719806,878,NS
BRD:BRD-K00004694-001-01-9,-0.027311315928844452,0.41894020748291755,878,NS
BRD:BRD-K00003292-001-01-9,-0.027298745662005786,0.4191544282830033,878,NS
BRD:BRD-K12994359-001-18-4,-0.02725132543891927,0.5305325657314879,532,NS
BRD:BRD-K72414522-001-06-7,-0.027240153237304096,0.5226620690629051,553,NS
BRD:BRD-A07563059-035-01-3,-0.02723803702785734,0.5245885998755407,548,NS
BRD:BRD-K03289534-001-01-4,-0.027234245237128023,0.5246463457651936,548,NS
BRD:BRD-K66035042-001-10-1,-0.02722496152504186,0.5240288135792835,550,NS
BRD:BRD-A12633378-001-07-0,-0.027221619282591026,0.5564931484134461,469,NS
BRD:BRD-A29844814-300-01-5,-0.02721040952135575,0.5253894951624375,547,NS
BRD:BRD-K13511380-001-01-4,-0.02720175779597442,0.5255212404955381,547,NS
BRD:BRD-K57853941-304-02-5,-0.027181033980504147,0.5228118311036505,555,NS
BRD:BRD-A59825838-326-01-4,-0.02716405074890894,0.5264758051516009,546,NS
BRD:BRD-K68336408-001-10-9,-0.02716218445801023,0.5246082893406696,551,NS
