drug,correlation,p_value,n,significance
BRD:BRD-K26801045-001-02-9,-0.008431042146194924,0.843609114634435,550,NS
BRD:BRD-K78294846-001-12-4,-0.008422308019313582,0.8441921654126121,547,NS
BRD:BRD-M41245765-001-04-2,-0.008400608436143714,0.8481537402198402,522,NS
BRD:BRD-K36551084-001-04-9,-0.008397441018237318,0.8039865938148105,876,NS
BRD:BRD-K00003455-001-01-9,-0.008386573661752158,0.8045647581395181,873,NS
BRD:BRD-K26862302-001-05-2,-0.008385472602301677,0.845005665835871,546,NS
BRD:BRD-K72106461-001-02-1,-0.008354797289684338,0.848971845380921,522,NS
BRD:BRD-K83963101-001-06-9,-0.00834701948689895,0.8476830310782318,532,NS
BRD:BRD-A20119038-003-07-8,-0.008322491824916626,0.8455972382005902,550,NS
BRD:BRD-K74195153-050-12-1,-0.008322115013966068,0.8463019354911605,545,NS
BRD:BRD-A44448661-001-04-8,-0.008299669172847884,0.8453226726902143,555,NS
BRD:BRD-K00089583-001-01-9,-0.008290739502441259,0.808393174463994,858,NS
BRD:BRD-K00003516-057-01-9,-0.008286066367161591,0.8063175280079554,878,NS
BRD:BRD-K82002057-001-01-2,-0.008278624559424864,0.8461241637235334,552,NS
BRD:BRD-K15819326-001-01-6,-0.00827159502929589,0.8582061932860807,469,NS
BRD:BRD-A65449987-001-10-4,-0.008260152220540449,0.846601282109526,551,NS
BRD:BRD-K93767137-001-01-1,-0.008257139962017084,0.8463806902949905,553,NS
BRD:BRD-A99888680-001-03-8,-0.008199177156034626,0.8579519046525728,479,NS
BRD:BRD-K59058747-001-20-9,-0.008183640428648524,0.8488283715478758,545,NS
BRD:BRD-K09426783-300-01-0,-0.008166662721611484,0.850935314941434,532,NS
BRD:BRD-K91716465-001-01-2,-0.008149271646529902,0.8601333037738916,470,NS
BRD:BRD-K27771035-001-02-5,-0.00814317989620569,0.8492931326105596,547,NS
BRD:BRD-A09094913-065-01-0,-0.008133809007332557,0.849055333762628,550,NS
BRD:BRD-K00004630-001-01-9,-0.008129489193686869,0.8104400633250086,873,NS
BRD:BRD-K43644456-001-04-0,-0.00812084828575829,0.8531522675628236,522,NS
BRD:BRD-K00003480-001-01-9,-0.008118911958480461,0.8101494455623846,878,NS
BRD:BRD-K58501140-002-01-0,-0.008098262839386087,0.8493008544719182,553,NS
BRD:BRD-K48535733-003-01-2,-0.008081461661513741,0.8498799659179249,551,NS
BRD:BRD-K43167535-001-01-3,-0.008071519884793942,0.861601008659146,469,NS
BRD:BRD-K55790047-001-02-9,-0.008070994562052184,0.8114604193631634,876,NS
BRD:BRD-K00005339-001-01-9,-0.00806652107200902,0.8113514164522136,878,NS
BRD:BRD-A75919782-399-02-6,-0.00805930215183074,0.8508272090822201,547,NS
BRD:BRD-K48059512-003-01-0,-0.008041857581393945,0.8621045283417321,469,NS
BRD:BRD-K96720755-001-02-6,-0.00804099895463253,0.850353873591242,553,NS
BRD:BRD-K93255255-001-02-1,-0.008015717086731213,0.8509528327287564,552,NS
BRD:BRD-K89997465-003-43-0,-0.007964990570290185,0.851885144866171,552,NS
BRD:BRD-K95053546-001-01-9,-0.00793907951012592,0.8519636247072486,555,NS
BRD:BRD-K00003367-001-01-9,-0.007936758331540504,0.8143303870227906,878,NS
BRD:BRD-A33447119-001-10-8,-0.007935695850575181,0.8522909741287734,553,NS
BRD:BRD-K72904818-001-01-1,-0.00791816171658443,0.8534098561433059,547,NS
BRD:BRD-K77396579-300-01-0,-0.007896557173226631,0.8542040951074685,544,NS
BRD:BRD-A47449001-004-13-7,-0.007887416284164589,0.8529159717709512,555,NS
BRD:BRD-K92428153-001-04-4,-0.0078872308774814,0.8531828096978666,553,NS
BRD:BRD-K78485176-001-07-8,-0.007866989655421725,0.8532925702374847,555,NS
BRD:BRD-K17497770-001-03-6,-0.007864108299899732,0.853739891334746,552,NS
BRD:BRD-K47371940-001-01-6,-0.007833798776837746,0.8541662655258581,553,NS
BRD:BRD-K04833372-001-06-2,-0.007825778886241393,0.8551011666830195,547,NS
BRD:BRD-K71055333-224-05-8,-0.007814967825589172,0.8563544218107302,539,NS
BRD:BRD-K00091271-001-01-9,-0.0078118435859859964,0.8192640976363871,858,NS
BRD:BRD-K61250484-001-02-3,-0.007809014153210476,0.8548839070157954,551,NS
BRD:BRD-K08837089-236-01-6,-0.007806832882800988,0.8544018526032414,555,NS
BRD:BRD-K17295893-238-03-9,-0.0077908262210341,0.8176837617847678,878,NS
BRD:BRD-K00090648-001-01-9,-0.007779508089901304,0.8199993888638117,858,NS
BRD:BRD-K81341251-001-02-9,-0.00777639434909239,0.818015573976127,878,NS
BRD:BRD-K50590187-001-19-9,-0.0077659186469224255,0.8564588906453594,545,NS
BRD:BRD-K62240499-001-05-9,-0.007732967003687851,0.8583708756490006,535,NS
BRD:BRD-K53319039-001-01-8,-0.007728707762370428,0.8589751219543852,531,NS
BRD:BRD-A61194565-003-27-0,-0.007716679162788664,0.8570993785709199,547,NS
BRD:BRD-K00003101-001-02-9,-0.007711202711340956,0.8195148404559496,878,NS
BRD:BRD-K00004647-001-01-9,-0.0076872837083476805,0.8205708574383069,873,NS
BRD:BRD-K35007173-001-07-5,-0.0076649148952859045,0.8576614335975992,550,NS
BRD:BRD-K53318339-001-24-9,-0.007661137771448688,0.8600645083142795,532,NS
BRD:BRD-A65671304-001-07-5,-0.007650544787416108,0.8583111058634281,547,NS
BRD:BRD-K89152108-236-07-6,-0.007649181247841601,0.8630513960465378,511,NS
BRD:BRD-K12609457-001-03-1,-0.0076359531767377555,0.860519811440527,532,NS
BRD:BRD-K59333713-003-02-0,-0.007610892177254381,0.8586540736005295,550,NS
BRD:BRD-A50311610-300-10-4,-0.007609284560957422,0.8600956458727818,539,NS
BRD:BRD-K00003576-001-01-9,-0.007596758321434648,0.8221484040216849,878,NS
BRD:BRD-A78093359-001-06-3,-0.00759078922651962,0.8594062456625668,547,NS
BRD:BRD-K68405354-001-06-4,-0.007580104323215249,0.8585852575626189,555,NS
BRD:BRD-K00004745-001-01-9,-0.007577769404286194,0.8230844910343577,873,NS
BRD:BRD-K80262108-001-07-0,-0.007570807724528332,0.8591368430886506,552,NS
BRD:BRD-K69343602-003-02-9,-0.007526655316224364,0.8239606979349433,876,NS
BRD:BRD-K18574842-236-17-7,-0.007512899334226111,0.862745119210127,532,NS
BRD:BRD-K38775274-001-22-1,-0.007497852344765631,0.8712121430513806,470,NS
BRD:BRD-K04972057-001-01-1,-0.007448730058880285,0.8720486275166838,470,NS
BRD:BRD-K17472821-001-01-2,-0.007439987325587362,0.8259551615466034,876,NS
BRD:BRD-K05674516-001-02-5,-0.007413626311011096,0.8622806150157079,550,NS
BRD:BRD-K00091274-001-01-9,-0.007404249148265079,0.8285439630868561,858,NS
BRD:BRD-K54936858-001-01-6,-0.00740076412929484,0.864773920825765,532,NS
BRD:BRD-K07441213-001-18-9,-0.0074004863596909675,0.8623980419936182,551,NS
BRD:BRD-K99819791-001-02-9,-0.007386469171945812,0.8271873192695267,876,NS
BRD:BRD-K00003333-001-01-9,-0.007371966446820773,0.8277157600701889,874,NS
BRD:BRD-K71125014-001-27-1,-0.007355437113978895,0.8632274154128123,551,NS
BRD:BRD-K58413118-001-01-8,-0.007345304107803912,0.8281353588868934,876,NS
BRD:BRD-K17061841-001-03-5,-0.007296237358829884,0.8638285065827886,555,NS
BRD:BRD-K86226872-001-01-6,-0.007267728883123924,0.8751320508422351,470,NS
BRD:BRD-K51770398-001-01-9,-0.007261020145531749,0.8656996929941059,545,NS
BRD:BRD-K38938675-001-01-4,-0.0072571653926214105,0.8657703159745008,545,NS
BRD:BRD-K07220430-001-18-4,-0.0072562463767723955,0.8651759735759028,550,NS
BRD:BRD-K00071592-001-01-9,-0.007253457824866603,0.8319832252648542,858,NS
BRD:BRD-A74391928-051-02-1,-0.0072360097883993274,0.8689996622982064,522,NS
BRD:BRD-A24191444-046-02-1,-0.007226243645197726,0.8660930376705476,547,NS
BRD:BRD-K00073831-019-02-9,-0.007224618058088363,0.8326413733919992,858,NS
BRD:BRD-K00003453-003-01-9,-0.007186948347845421,0.8320694441538508,873,NS
BRD:BRD-A45869167-001-10-0,-0.007179621381847384,0.8663451514097534,552,NS
BRD:BRD-A47342814-003-01-8,-0.007178661867005095,0.8672088119027057,545,NS
BRD:BRD-A93477898-001-04-2,-0.007156516604200719,0.8673731328135391,547,NS
BRD:BRD-A49765801-001-04-1,-0.007144413869994011,0.8678365087357917,545,NS
BRD:BRD-K90382497-001-10-7,-0.0071388541302194845,0.8679384154226346,545,NS
BRD:BRD-K00004732-001-01-9,-0.007130949265507695,0.8328878310900687,878,NS
BRD:BRD-A69815203-001-07-6,-0.00712541612654851,0.8728443701020416,507,NS
BRD:BRD-A78195072-001-06-2,-0.007114503538158836,0.867188432888818,555,NS
BRD:BRD-A33479817-003-03-7,-0.00704656910762788,0.8708267631016743,535,NS
BRD:BRD-K05653025-001-02-9,-0.007022338652272581,0.8355818870473061,876,NS
BRD:BRD-K93231391-300-05-6,-0.007021355303307359,0.8689115055441641,555,NS
BRD:BRD-K33882852-003-02-8,-0.0070009725838112245,0.8704663971335402,545,NS
BRD:BRD-K62008436-001-22-1,-0.006983482096574078,0.8705513064220729,547,NS
BRD:BRD-K00003155-003-01-9,-0.006983474682201625,0.8362945209941199,878,NS
BRD:BRD-K81613478-001-01-8,-0.0069792295535900314,0.8706294405494595,547,NS
BRD:BRD-K36198571-001-02-0,-0.006943908536446967,0.8734057190192256,529,NS
BRD:BRD-K97152684-001-03-9,-0.006933367845818448,0.8376358806383439,876,NS
BRD:BRD-K19002914-001-01-3,-0.006932022143200297,0.880982457417041,469,NS
BRD:BRD-A01563671-001-02-7,-0.006922406780958402,0.8716735946847771,547,NS
BRD:BRD-K00004602-001-01-9,-0.006900032414213975,0.8386796667435326,873,NS
BRD:BRD-K00004747-001-01-9,-0.006894639664392766,0.8388040200758475,873,NS
BRD:BRD-K08287586-001-14-3,-0.006894041017768628,0.8717303865589084,551,NS
BRD:BRD-K00003236-001-01-9,-0.006869792663908944,0.8389226936908701,878,NS
BRD:BRD-K27010807-050-02-9,-0.006853108466641526,0.8394897094584781,876,NS
BRD:BRD-K30764557-001-01-5,-0.006851205486794736,0.8743779654711746,535,NS
BRD:BRD-K37385792-003-02-1,-0.006829373209138353,0.8746584218264762,536,NS
BRD:BRD-K77220725-003-01-5,-0.00682651740130305,0.8827807455609398,469,NS
BRD:BRD-K00003261-001-01-9,-0.006821692333960715,0.8400352494458012,878,NS
BRD:BRD-K87932577-001-02-4,-0.006787351881361674,0.8741562051008936,547,NS
BRD:BRD-K53723268-001-01-3,-0.006779857897895574,0.8834524046561479,470,NS
BRD:BRD-K09132007-001-07-5,-0.0067782423910445495,0.8760526792285462,532,NS
BRD:BRD-K83157152-001-02-9,-0.006775241658317824,0.8415582849687752,873,NS
BRD:BRD-A71033472-003-23-9,-0.006761742106961685,0.8743989759579208,549,NS
BRD:BRD-K74759733-065-01-4,-0.006748077317915306,0.8762535899732286,535,NS
BRD:BRD-K00078770-001-02-9,-0.006743746294633801,0.8436321912987529,858,NS
BRD:BRD-K81447180-003-21-4,-0.006734408444554005,0.876847830705341,532,NS
BRD:BRD-K83003151-057-02-4,-0.0066897350677281526,0.878810088213123,522,NS
BRD:BRD-K05151076-001-02-6,-0.006680028093255905,0.8757919299454328,550,NS
BRD:BRD-K29542628-001-03-9,-0.006679767884570907,0.8763605852331928,545,NS
BRD:BRD-K51528698-003-01-4,-0.006667504190527375,0.8854922003941038,469,NS
BRD:BRD-K62762455-001-01-3,-0.006646557705651068,0.8769703964607225,545,NS
BRD:BRD-K19111024-001-20-9,-0.006621157466439337,0.8789027848662392,532,NS
BRD:BRD-A12237696-001-04-2,-0.006610717017366134,0.8790922693892836,532,NS
BRD:BRD-K43236057-001-07-1,-0.006599884476606175,0.8804255147300376,522,NS
BRD:BRD-K57033106-003-19-7,-0.00658378029594174,0.8787939333753927,539,NS
BRD:BRD-K47376733-001-08-1,-0.006579670029459324,0.8773110947910202,553,NS
BRD:BRD-K42828737-044-09-0,-0.0065352787299971,0.8787931601248298,547,NS
BRD:BRD-K00003421-001-01-9,-0.006512205325901367,0.8476327762384694,873,NS
BRD:BRD-A68589262-001-04-3,-0.006507990151112826,0.880178646185093,539,NS
BRD:BRD-A00546892-001-02-6,-0.006505914820454704,0.8790041856161016,550,NS
BRD:BRD-K79612754-001-21-7,-0.0064988968918532845,0.8785873171199889,555,NS
BRD:BRD-K95260951-050-03-1,-0.006486963809769824,0.8788085321692592,555,NS
BRD:BRD-K13642819-001-02-9,-0.006484303707261195,0.8482776658329795,873,NS
BRD:BRD-K78637815-001-02-2,-0.006483221738295864,0.8797512849732939,547,NS
BRD:BRD-K16472653-001-01-6,-0.006479410290143858,0.8887012559710133,469,NS
BRD:BRD-K68982262-001-02-9,-0.0064734473286667095,0.8482709973379511,876,NS
BRD:BRD-K59929863-001-01-9,-0.006462536088798977,0.8792614017978703,555,NS
BRD:BRD-A44008656-036-25-8,-0.006461557047972209,0.8798228720511462,550,NS
BRD:BRD-K39171998-001-01-1,-0.006447135284032624,0.8799804453715163,551,NS
BRD:BRD-K92241597-001-06-0,-0.0064329139673918,0.8798106241283226,555,NS
BRD:BRD-K33963447-001-03-9,-0.0064204383991779065,0.8497541645265966,873,NS
BRD:BRD-K00003377-001-01-9,-0.006400614989224098,0.849788111809404,878,NS
BRD:BRD-K00003485-001-01-9,-0.0063947552027049884,0.8503480816394953,873,NS
BRD:BRD-K70759443-001-01-4,-0.006384799137528243,0.890199347243998,470,NS
BRD:BRD-K55991142-001-01-6,-0.006367850968824886,0.883174796213632,535,NS
BRD:BRD-K82562631-236-04-6,-0.006356468796741326,0.881762936551063,550,NS
BRD:BRD-K00074079-001-02-9,-0.006355511357800252,0.8525280362860863,858,NS
BRD:BRD-K28115081-001-02-7,-0.006343914295715092,0.8823161410268842,547,NS
BRD:BRD-K00004609-001-01-9,-0.006340755560682576,0.8515970851585254,873,NS
BRD:BRD-K17498618-344-02-6,-0.006330604062315596,0.8819207134503912,553,NS
BRD:BRD-K51937257-001-01-4,-0.006324685837637809,0.8828843852315638,545,NS
BRD:BRD-K95309561-001-24-7,-0.006314419070957109,0.8825394275569612,550,NS
BRD:BRD-K00003349-001-01-9,-0.0062712422993486,0.8527892885807091,878,NS
BRD:BRD-K09353376-001-03-9,-0.006263429868724068,0.8864789976044467,522,NS
BRD:BRD-K20995441-001-02-5,-0.006248745316520439,0.8840690521295166,547,NS
BRD:BRD-K23248433-001-01-8,-0.006210600178520482,0.8840386969381446,554,NS
BRD:BRD-K00076940-046-02-9,-0.006176602211719434,0.8566338653334626,858,NS
BRD:BRD-K09900591-001-26-7,-0.006160755531263556,0.8883276444961884,522,NS
BRD:BRD-K08953028-001-09-6,-0.006146171046957019,0.8859589944868176,547,NS
BRD:BRD-K12826175-001-02-4,-0.0061248295760096575,0.856350892184545,876,NS
BRD:BRD-K15691453-236-01-6,-0.006112465150532167,0.887933257624897,534,NS
BRD:BRD-K34321528-003-01-2,-0.006105468718303801,0.8863995638804452,550,NS
BRD:BRD-K51700582-001-01-2,-0.006089603094819593,0.8952460083331,470,NS
BRD:BRD-K16195444-003-26-0,-0.006083950699981806,0.8864896153013846,553,NS
BRD:BRD-K00003149-001-01-9,-0.006082065892837728,0.8575856398691406,873,NS
BRD:BRD-K76244476-362-02-5,-0.006076235609420749,0.8955858505128529,469,NS
BRD:BRD-K36270037-001-01-7,-0.00607142502950423,0.887028742160183,550,NS
BRD:BRD-A43930669-003-02-8,-0.006059051813806015,0.8871552097422444,551,NS
BRD:BRD-K80043866-236-01-1,-0.00605407370854219,0.8868396783820581,555,NS
BRD:BRD-K45385835-001-02-4,-0.006042947879824245,0.8873512731855187,552,NS
BRD:BRD-A68631409-001-05-4,-0.006035165011132129,0.8880050218442561,547,NS
BRD:BRD-K24771047-001-01-6,-0.005986334086522238,0.8889052942215964,547,NS
BRD:BRD-K05355328-001-02-9,-0.005965655389290481,0.8598866449732683,878,NS
BRD:BRD-K00077076-019-02-9,-0.005961766847603272,0.8615692867420126,858,NS
BRD:BRD-A55664972-236-02-6,-0.005948593669280349,0.8892994368936757,550,NS
BRD:BRD-K48371964-001-06-5,-0.005946186765494484,0.8978082578304515,469,NS
BRD:BRD-K18961567-001-01-1,-0.005945641649347328,0.8896556304228718,547,NS
BRD:BRD-K18850819-001-04-6,-0.005925196422040823,0.8892329388762714,555,NS
BRD:BRD-K44030614-001-01-6,-0.005914118371703386,0.8914456352682554,535,NS
BRD:BRD-K00610438-003-02-5,-0.005909861760624903,0.89001563451801,550,NS
BRD:BRD-K00079239-001-02-9,-0.005834134730860048,0.8645039542767877,858,NS
BRD:BRD-K54770957-001-04-3,-0.005832929093683209,0.8925278910199492,539,NS
BRD:BRD-K79511609-001-20-0,-0.005830006261646678,0.8996875684406381,470,NS
BRD:BRD-K00004707-001-01-9,-0.005816396311344693,0.863744301781739,873,NS
BRD:BRD-K60585088-001-01-5,-0.005790535379714195,0.891929607744139,553,NS
BRD:BRD-K00004651-001-01-9,-0.0057855548324340965,0.8644598015923721,873,NS
BRD:BRD-K94313941-001-03-9,-0.0057664636432645505,0.8645190668655012,878,NS
BRD:BRD-K89464729-001-03-1,-0.005761000934071751,0.9009742775183066,469,NS
BRD:BRD-K00003462-001-01-9,-0.005707044330856419,0.8662816873560172,873,NS
BRD:BRD-K78781788-003-01-9,-0.005705701476073847,0.8942754767614263,545,NS
BRD:BRD-A39794701-003-01-6,-0.0056767891839764745,0.9028317115600103,465,NS
BRD:BRD-A48274390-001-01-8,-0.005649236249588602,0.9027823037219237,470,NS
BRD:BRD-K13302470-001-02-7,-0.005622447110123394,0.8948589395629897,555,NS
BRD:BRD-K54170555-001-01-8,-0.005583725050222353,0.9040065377113694,469,NS
BRD:BRD-A83644949-236-01-6,-0.005580652898762298,0.8971497547706729,539,NS
BRD:BRD-K61032563-001-02-9,-0.005577136803867877,0.8964549747173468,547,NS
BRD:BRD-K81807412-001-10-6,-0.005573909185167814,0.8972733524655078,539,NS
BRD:BRD-K79145628-001-05-5,-0.005542531865313179,0.8966251145221431,552,NS
BRD:BRD-K00076493-001-02-9,-0.005540721451464044,0.8712574707152172,858,NS
BRD:BRD-K85119730-001-28-9,-0.0055033300917528205,0.898567063284289,539,NS
BRD:BRD-K00004557-001-01-9,-0.005498620862850071,0.8711217022215948,873,NS
BRD:BRD-A58947127-001-01-6,-0.005498409203431447,0.899128082204795,534,NS
BRD:BRD-A77118605-237-09-5,-0.005491282949889518,0.8709263162896049,878,NS
BRD:BRD-K13421763-001-06-2,-0.005490951284887793,0.897767371476093,550,NS
BRD:BRD-K48061146-066-01-7,-0.005482026087442975,0.8989576174702155,539,NS
BRD:BRD-K26997899-001-02-2,-0.005436361224221909,0.898319617398625,555,NS
BRD:BRD-K53220666-001-02-6,-0.0053889801510727895,0.899564688940531,551,NS
BRD:BRD-K00091273-001-01-9,-0.005363066208286628,0.8753511668802799,858,NS
BRD:BRD-K83492904-001-01-9,-0.005350265274050603,0.9080019323182453,469,NS
BRD:BRD-K23106423-001-01-0,-0.005343426641646463,0.9082170989178567,468,NS
BRD:BRD-K86118762-001-01-8,-0.005333407104299938,0.9019567168657112,536,NS
BRD:BRD-A60765580-001-03-4,-0.005302232519282084,0.8753330588037488,878,NS
BRD:BRD-K82381502-003-23-1,-0.005300955839874885,0.9008389960136867,555,NS
BRD:BRD-K99241550-001-03-5,-0.0052993327555196906,0.9023078226454486,539,NS
BRD:BRD-K98384930-003-01-5,-0.0052984485989997126,0.9016021659315806,547,NS
BRD:BRD-K00003503-001-01-9,-0.005297569641738264,0.8754417992718013,878,NS
BRD:BRD-A70407468-001-02-0,-0.005282024984716506,0.9019056304052395,547,NS
BRD:BRD-K47409078-001-02-6,-0.005267443470047472,0.9094198948968044,469,NS
BRD:BRD-K00078514-003-02-9,-0.00526638269502282,0.8775804448025063,858,NS
BRD:BRD-K78978711-003-01-3,-0.005253252093518846,0.9096628893890862,469,NS
BRD:BRD-K00003402-001-01-9,-0.005245594484115123,0.8770039511868838,873,NS
BRD:BRD-K18280217-001-01-0,-0.005224588535840921,0.9100578740533456,470,NS
BRD:BRD-K94689771-001-09-0,-0.005206066195003055,0.9034862009432418,545,NS
BRD:BRD-K87349602-001-03-8,-0.005190258954900671,0.9028993850983917,555,NS
BRD:BRD-K07202345-001-19-4,-0.005188164725844362,0.9031133397819607,553,NS
BRD:BRD-K11663430-001-02-3,-0.005186233379931334,0.9032368027648726,552,NS
BRD:BRD-A02006392-001-16-4,-0.005157267492669928,0.9035135784092644,555,NS
BRD:BRD-K91290917-300-01-8,-0.005153543708183559,0.904018054172245,550,NS
BRD:BRD-A82396632-008-29-0,-0.005153437541766778,0.9056034527182683,532,NS
BRD:BRD-K46384285-001-02-9,-0.005138635313859069,0.8792866675357253,876,NS
BRD:BRD-K34685430-050-12-5,-0.0051363821516777295,0.9059144093753977,532,NS
BRD:BRD-K27515606-003-01-3,-0.005118088022556543,0.9059839848832496,535,NS
BRD:BRD-K56839624-001-06-9,-0.00508934902692068,0.8806396894001721,873,NS
BRD:BRD-K31698212-001-02-9,-0.0050851342264768215,0.9049423969969842,554,NS
BRD:BRD-K22482860-001-21-4,-0.005083768498012082,0.9055699952198467,547,NS
BRD:BRD-K12852738-001-01-2,-0.005065270100197322,0.9069497953383887,535,NS
BRD:BRD-K21680192-300-14-4,-0.005058253240107814,0.9060417397945912,547,NS
BRD:BRD-K36234266-001-09-8,-0.005021973109700696,0.9088697570562558,522,NS
BRD:BRD-K00003242-001-01-9,-0.005006077741746065,0.8822441042671918,878,NS
BRD:BRD-K65275554-001-04-7,-0.005000312365972185,0.9064363528360774,555,NS
BRD:BRD-K35367061-001-01-1,-0.0049842408246492,0.908431735185501,535,NS
BRD:BRD-A17655518-001-24-4,-0.00497060453915984,0.9071574408211021,553,NS
BRD:BRD-K00004620-001-01-9,-0.0049703297758499024,0.8834108865319823,873,NS
BRD:BRD-K08248804-001-01-8,-0.00496343730825139,0.9090683723175356,532,NS
BRD:BRD-A81513827-001-03-6,-0.004934062428255806,0.9085900878651597,544,NS
BRD:BRD-K62378877-001-05-9,-0.004927518006397521,0.8840788934344719,878,NS
BRD:BRD-A70858459-001-01-7,-0.004892407759731809,0.90861158789356,553,NS
BRD:BRD-K41783120-001-02-8,-0.004875858195029729,0.9100800159770639,539,NS
BRD:BRD-K08478539-001-13-8,-0.004823323178356523,0.9170283167445729,469,NS
BRD:BRD-K21318844-001-01-4,-0.004821578336980053,0.9170582238025193,469,NS
BRD:BRD-K75956464-237-01-5,-0.00481737811973427,0.9100885533670067,552,NS
BRD:BRD-A33084557-001-06-6,-0.004815418371777543,0.91053307809072,547,NS
BRD:BRD-K36984403-001-02-7,-0.004815139009877082,0.909886221801645,555,NS
BRD:BRD-K47642186-001-01-3,-0.004813474437057816,0.9107327505874246,545,NS
BRD:BRD-K20672254-046-05-4,-0.004812328974449993,0.8867702920904675,878,NS
BRD:BRD-K61691541-001-01-1,-0.0047689654270833045,0.9111498218912417,550,NS
BRD:BRD-K04301924-236-03-2,-0.004768720977714901,0.887916930717276,876,NS
BRD:BRD-K64890080-001-13-8,-0.004761731792222889,0.9116883940493117,545,NS
BRD:BRD-K00004730-001-01-9,-0.004758587692568964,0.8883445065828337,873,NS
BRD:BRD-K51265828-001-01-0,-0.004743525766072607,0.9183961852487302,469,NS
BRD:BRD-K80267133-001-19-3,-0.004732679516313599,0.9140984746260294,522,NS
BRD:BRD-K59853741-001-01-9,-0.00471290768968932,0.9188345426509292,470,NS
BRD:BRD-K29313239-005-10-9,-0.004697315836098423,0.8895844049803383,876,NS
BRD:BRD-K99023089-001-03-7,-0.004637088517699844,0.9134400218856683,552,NS
BRD:BRD-K31144453-001-03-9,-0.0046270174741769995,0.8912265099309367,876,NS
BRD:BRD-A11990600-001-03-4,-0.004622488902639466,0.9152903262935288,532,NS
BRD:BRD-K07442505-001-03-6,-0.004619689443525298,0.9136073618287812,554,NS
BRD:BRD-K40331046-305-01-5,-0.00461454339928161,0.9138592304789223,552,NS
BRD:BRD-K60230970-001-17-5,-0.00460333292703235,0.9166782548327779,519,NS
BRD:BRD-K64990126-004-01-1,-0.0045982376943600745,0.9139293492362457,555,NS
BRD:BRD-K34073885-001-09-3,-0.004580645599243785,0.9169276294656808,521,NS
BRD:BRD-K15567136-003-27-2,-0.0045711055662199,0.9145896761111776,553,NS
BRD:BRD-A53539450-004-01-7,-0.0045665641924600145,0.9146742074082842,553,NS
BRD:BRD-K79989959-001-01-4,-0.004561947085906258,0.9146060405685951,555,NS
BRD:BRD-K77286328-001-03-7,-0.004534754788799615,0.8932611288369657,878,NS
BRD:BRD-A41692738-001-07-6,-0.004532477623925334,0.9157697809131088,547,NS
BRD:BRD-K00078317-001-02-9,-0.004490919743384211,0.8954942650312331,858,NS
BRD:BRD-K42938903-332-01-1,-0.0044833360470531115,0.9178312311135859,532,NS
BRD:BRD-A69651145-003-07-2,-0.004430947106791761,0.9190943348183627,528,NS
BRD:BRD-K87727457-001-02-9,-0.00440334086806338,0.8964544548571814,876,NS
BRD:BRD-K96631475-001-02-4,-0.004372602217807873,0.9206116996827914,522,NS
BRD:BRD-K65544384-001-15-8,-0.004370755245171359,0.9185419074851869,550,NS
BRD:BRD-K50140147-001-10-1,-0.004360542911898013,0.9189537663988898,547,NS
BRD:BRD-A97739905-001-26-5,-0.004347886539760112,0.9204554687242928,530,NS
BRD:BRD-K09456915-001-01-2,-0.0043365731888829915,0.9252960243740393,470,NS
BRD:BRD-K86677390-001-02-9,-0.004333624577895584,0.8982590562855998,873,NS
BRD:BRD-K50293352-300-02-1,-0.00432088609735296,0.9193216959410585,552,NS
BRD:BRD-A25800195-001-02-2,-0.004319087434039781,0.9217307729024452,520,NS
BRD:BRD-A07986123-001-02-8,-0.004316698388817374,0.92109883637652,529,NS
BRD:BRD-K17977438-048-02-4,-0.004311743649706247,0.9195648617226067,551,NS
BRD:BRD-K00003271-001-01-9,-0.004304429913621789,0.8986525230838123,878,NS
BRD:BRD-K00090629-001-01-9,-0.004290295278839934,0.9001379042482897,858,NS
BRD:BRD-K00003164-001-01-9,-0.004287693197266783,0.8990444775891259,878,NS
BRD:BRD-K50000283-001-04-4,-0.004280747516339547,0.9198514720855532,555,NS
BRD:BRD-K00003214-001-01-9,-0.004234043511154237,0.9003010563193362,878,NS
BRD:BRD-K34568562-001-04-3,-0.0041890059754811585,0.9218470966957778,551,NS
BRD:BRD-K96740444-001-02-1,-0.004183030986644671,0.9218165174593814,553,NS
BRD:BRD-K42859542-001-03-3,-0.00417579742562635,0.9221635653984338,550,NS
BRD:BRD-K50135270-300-02-3,-0.004165292533165069,0.9225710941212651,547,NS
BRD:BRD-A79768653-001-12-0,-0.004141709612567681,0.9231492056443932,545,NS
BRD:BRD-A55455283-001-01-3,-0.004141015482944186,0.9248035703520558,522,NS
BRD:BRD-K40853697-001-20-5,-0.004140855567481206,0.9025951791771641,876,NS
BRD:BRD-K25596805-001-01-8,-0.004130905590759604,0.9232083352026419,547,NS
BRD:BRD-K56334280-001-05-1,-0.00411754507019811,0.9228974232689274,555,NS
BRD:BRD-A50016482-001-01-7,-0.004103097853616167,0.9293071810568287,470,NS
BRD:BRD-K17617556-001-01-3,-0.004098399747812262,0.9294632782796098,469,NS
BRD:BRD-K15327298-001-05-5,-0.0040673317447760746,0.9255025228490054,531,NS
BRD:BRD-K00091094-001-01-9,-0.0040581712534799004,0.9055148807317707,858,NS
BRD:BRD-K72280606-001-01-2,-0.004030383627384447,0.9258992905092881,535,NS
BRD:BRD-K36207157-001-07-0,-0.004012778019558829,0.927125655340218,522,NS
