cell_line_id,IIR_score_norm,IIR_group,ImmuneScore_norm,PD1_signature,DPI_norm
ACH-001570,0.4108699615317563,Mid,0.007850128303818123,0.05517201041500042,0.6126407034257325
ACH-000986,0.4120385022567932,High,0.03593929178298398,-0.07193888506743192,0.6128767535169397
ACH-001335,0.4058606823486374,Mid,0.0,-0.021387852541598733,0.6125747340883588
ACH-000023,0.39814242710109543,Low,0.022236300242809766,-0.3288965784603054,0.6127615990586993
ACH-002062,0.43154452940021676,High,0.02154533689625042,0.47442056531766547,0.6127557924791941
ACH-002462,0.3915475305646412,Low,0.0,-0.25678185988103436,0.6125747340883588
ACH-000151,0.4278874239844939,High,0.07275832937327564,0.10413747464970598,0.6131861659772927
ACH-001277,0.3928067039380107,Low,0.011366744808788064,-0.2915990047204279,0.6125775740582061
ACH-000607,0.4188819790330709,High,0.04574628734507625,0.023016476930891195,0.6130253476039802
ACH-002647,0.40013055416980886,Mid,0.01078270155211333,-0.21807388549086562,0.6126653475979681
ACH-000703,0.42798560280972764,High,0.08140381782294079,0.05875557191102076,0.613258819203103
ACH-001211,0.3953870330929359,Low,0.007735730151375913,-0.20729945695195376,0.612575238795132
ACH-003152,0.3907693980709809,Low,0.0029890240499109125,-0.2919921034649175,0.6125748439714608
ACH-001511,0.4031209892958719,Mid,0.005133158490695062,-0.11530454315245073,0.6126178710985017
ACH-000113,0.4151651197232389,High,0.002682470464927875,0.18651030189458911,0.6125972764968708
ACH-000337,0.40099936149183774,Mid,0.008673130050294882,-0.1856314057193471,0.6126476196031211
ACH-000598,0.42491775550611904,High,0.027942602857875573,0.280484759920259,0.6128095525427446
ACH-000057,0.4397077135367606,High,0.061609158267790565,0.44861899892620855,0.6130924728041839
ACH-000281,0.39649792889608987,Low,0.001155549693085496,-0.25187161338316383,0.6125844448656359
ACH-000321,0.43211111988004014,High,0.05221517294255259,0.3186536414481478,0.6130135295101102
ACH-000985,0.40082317851521587,Mid,0.022654027680992832,-0.2670372269033758,0.612765109472954
ACH-000444,0.40155381687792824,Mid,0.02704740208474144,-0.2738047850908337,0.6128020296336233
ACH-000347,0.39955957702061956,Low,0.013176773559803723,-0.24495832680733656,0.6126854664212357
ACH-001399,0.5659604840167853,High,0.5848537455661039,0.581724248699962,0.6174896109620011
ACH-001097,0.6789655458759055,High,0.7210802046139057,2.787028017986597,0.5742574700687053
ACH-000127,0.40926235314955545,Mid,0.03876546879932165,-0.1539912946906433,0.6129005035778118
ACH-001961,0.40758875868064,Mid,0.0033469818342868256,0.0014961042226052618,0.6126028607845432
