model	term	HR	HR_low	HR_high	pvalue
M1_IIR_continuous	IIR_score	0.928793849059878	0.577753365423271	1.49312503514275	0.760391942904196
M2_IIR_groups_vs_Intermediate	IIR_group_refPoor_ICB_ready	0.463743968131796	0.211642900399581	1.01613835178309	0.0548625746084299
M2_IIR_groups_vs_Intermediate	IIR_group_refHigh_ICB_ready	0.311143410929214	0.133501802374467	0.725160413138969	0.00684370160476399
M3_IIR_plus_TMBtertiles	IIR_score	0.871501589426918	0.512225751862897	1.48277398707774	0.611993178330361
M3_IIR_plus_TMBtertiles	TMB_tertileMid	0.530005410595977	0.179093681576697	1.56848490012593	0.251439312161736
M3_IIR_plus_TMBtertiles	TMB_tertileHigh	1.49553419824891	0.661767453841103	3.37977113433118	0.333277829999518
