submitter_id	aDC	Adipocytes	Astrocytes	B-cells	Basophils	CD4+ memory T-cells	CD4+ naive T-cells	CD4+ T-cells	CD4+ Tcm	CD4+ Tem	CD8+ naive T-cells	CD8+ T-cells	CD8+ Tcm	CD8+ Tem	cDC	Chondrocytes	Class-switched memory B-cells	CLP	CMP	DC	Endothelial cells	Eosinophils	Epithelial cells	Erythrocytes	Fibroblasts	GMP	Hepatocytes	HSC	iDC	Keratinocytes	ly Endothelial cells	Macrophages	Macrophages M1	Macrophages M2	Mast cells	Megakaryocytes	Melanocytes	Memory B-cells	MEP	Mesangial cells	Monocytes	MPP	MSC	mv Endothelial cells	Myocytes	naive B-cells	Neurons	Neutrophils	NK cells	NKT	Osteoblast	pDC	Pericytes	Plasma cells	Platelets	Preadipocytes	pro B-cells	Sebocytes	Skeletal muscle	Smooth muscle	Tgd cells	Th1 cells	Th2 cells	Tregs	ImmuneScore	StromaScore	MicroenvironmentScore
TCGA-GM-A2DF	0.377315688307849	0.131297959306092	5.2528722340938e-18	0.115447491256633	1.01725914251234e-17	1.50559492776987e-20	9.90413266021996e-19	0	0	0.011624580323059	0.0218118871416985	0.0635501882008904	0.0279614803269938	7.02957495224711e-18	0.042057057002297	0.0727105756415461	0.0498030934784056	0.0622628790989845	0	0.0132305879787795	0.0723889833222773	0	0.566070603018587	0	0.0299615656918287	7.09875510060231e-18	0	0.0660489768700441	0.0111522043194828	0.087316196319737	0.0230050457484864	0.091436903608079	0.109454696073474	0.0353539488009064	1.0111009094015e-20	0.00643053646311233	0.0246051445872511	0.0296247924322757	0.0599278912011486	0	0.0124682908584951	4.741958627779e-18	0.186383546398291	0.0897821699434622	0	7.25984519147693e-18	0.00043673168005363	1.98741683735391e-19	1.67168195898937e-18	0.146859125736538	0.103370777690302	0.00643406871386667	0.0148981304363156	0.0581836399493459	2.81498466634064e-18	0.0513014083470637	0.00556238760397328	0.0338235726407125	0	0.00615661921933271	8.71045741636352e-19	0.277057789980923	2.68352486158993e-19	0.00859697339012283	0.197422307935251	0.116824254160099	0.314246562095351
TCGA-B6-A0I6	0.0759080659961529	0.00480560351312981	0.0281783695365965	0	1.2247950509637e-18	6.19360485673873e-19	0	0	0	4.2107276826555e-18	0.0135394347900505	1.44415695543616e-18	1.77766590083577e-18	0	0.0164871574517134	0.070249505321221	0.00236986715350351	0.0803602580405733	8.19542498353816e-18	0	0.00491445158490077	0.00398508071808773	0.484771709543661	2.21716422349522e-18	0.0503040538925219	0	0	0.144681565366467	2.13984266889835e-18	0.0916992843663744	4.26912461478466e-19	0.0067139216772702	0.0172954775104086	0.00351194663888293	0.000170227032222991	0.000446757388012516	0.00676011677351521	0	0.0680780994497084	0.00551208243175363	0	3.78276916571519e-19	0.299355627320838	0.0211644410706967	0.00375831245371977	1.8831426334164e-18	0.00247244088404826	4.74598193308642e-19	4.67544670622534e-18	0.0208804759622719	0.0445484185313732	1.49978914224311e-18	0.132933788692076	0.0103908453283189	6.07571844353341e-19	5.58456232419565e-20	0	0.0398699466047268	1.3741086042321e-18	0.025135599212953	5.87418900998009e-18	0.208920870608653	0	0.0175975530267508	0.00724615295172062	0.0300120544952763	0.0372582074469969
TCGA-AN-A0FJ	0.154384136389992	0	2.60141184466118e-18	0.0385281617756972	0.0309043175783019	0	2.10929225559822e-19	0	7.38252578283438e-19	0.00463622948306372	0.0076322887835139	4.18974754162752e-19	0.0130432604695751	3.85272184818529e-18	0.0634546017201344	0.045526995774298	0.0192474472983733	0.024164280717371	9.95446979357439e-19	0.00690972175000335	0.0704667783285048	0	0.375873025122553	0	0.00888942036267856	8.35579439076021e-18	0.000358432977502584	0.0872048628761497	2.33212169728933e-18	0.0982567214490366	0.0155215641359482	7.06371942222691e-20	0.0128688561882396	0	0.00150254440635776	0.00477485919949362	0.0149114198227051	0.00107593584205169	0.0997315838286799	0	0	1.01802905883364e-19	0.235665720312276	0.0601779718107713	0.0189812682181929	0.0106194816432122	0.00717159592993352	1.13883140764734e-18	1.16859128147636e-18	0.00546596110790769	0.0872213738877485	0	0.042007175023734	0.00941947078811727	5.9329895014884e-19	0	0	0.0408150634270949	0.000946273905841515	0.152260427927311	0	0.183952365620286	0.0784149390964624	0.00316779978366743	0.0312936186213722	0.0396780993455917	0.0709717179669639
TCGA-AO-A0JL	0.046784454584451	0.0109366009834548	0.0290934015817557	7.36373183949404e-19	0.0591390433130418	2.3246488822284e-19	0	6.45128219590453e-18	2.20399688326224e-17	2.23341179184567e-18	2.37750801129792e-20	0	1.26427394225645e-17	1.35433119032129e-17	0.0149523390525514	0.0809259600425872	0	0.0336844808893009	0	0	0.168114561968072	3.22817160942776e-18	0.365443242620492	0	0	6.51652092732308e-18	0.00339716863368502	0.229675311042457	0.00204698078698465	0.0255030062557719	0.0604126937754502	0.0015824745998438	0.0127855916477472	0.001000333436711	0	0.000525049954161222	0.00882472882175797	0	0.0611968459911105	0.0379658497389836	0	4.11549767681335e-18	0.10832590352765	0.133689916743485	0.00422846417771005	2.72647580195674e-18	0.00853876192468117	0.00041190455193134	0	0.202936539269023	0.0638672758293515	0	0.0718094316423833	0.00415772965192345	7.53177940236835e-18	1.0693518178409e-17	1.3539390342803e-17	0.00243733375548588	0	0.115747284305447	2.29710148907883e-18	0.23587817089841	3.12984968589774e-17	0	0.00132958610118344	0.0895255814757636	0.0908551675769471
TCGA-HN-A2NL	0.237555301916162	0	0	0.0286889080096088	0.104416372667081	0	6.19713679996498e-19	0.002226094868991	4.06818619682119e-18	1.85696069654082e-19	0.0520258243563053	0.0251493101463316	8.93720784189171e-20	1.00166227263073e-18	0.00916810750437828	2.21927983192966e-19	0.0266361474441839	0.0537850764631048	0	0.00453274160691674	0.00102904276222657	1.15910428547747e-18	0.115199805958807	0	1.43648301561823e-17	0	0.00100181457527474	0.045857188583537	0	0.00996139796315064	8.95277067732325e-18	0.0160947218128869	0.033299641121476	0.00579384039808191	0.0054562141508199	6.97578033103338e-21	0.0139312635138091	0	0.132911767421546	0	9.7974251159719e-18	1.02785443071446e-17	0.144041726724278	0.0230432608495281	0.00931567687474343	1.20304814042833e-18	0.0132102543500783	0	0	2.53349669667243e-20	0.133724330365824	2.88586563055516e-18	0.00878978691730592	0.0197757464530548	0	2.62892053676918e-18	0.0181905848752329	0	3.79190730477183e-19	0.0481906781014569	1.41059993827759e-18	0.498622167564334	1.6900912558752e-17	2.72718754518935e-18	0.0547653270637033	0.000514521381113292	0.0552798484448166
TCGA-AR-A1AH	0.020248226855025	0.000694344447331584	0	2.45008009520098e-20	2.79499324515356e-19	1.71617870182553e-19	0	0.00762470225503484	2.94550724197931e-18	3.80187998938357e-17	0.0115887567289373	0	4.4008980002515e-18	0	0	4.23380643462632e-18	0	0.0519945034829564	3.61691703591692e-18	0	0.0269141791844208	2.68235476449097e-18	0.329227817677608	0	3.01878080146374e-18	0	0.00173458015169478	0.244584903945416	8.49277743895627e-19	0.0482112551899973	0.00518495750471769	0.0100536421380438	0.0105471790306784	0.00670521029559291	0.0174407746594395	0.00245784059448111	0.00305988718315918	0	0.0860925940205868	0	7.24161000365858e-18	1.89618787880337e-17	0.223523590770747	0.0428773632308119	0.00929178388304697	4.81584614978119e-20	0.00351150294864981	2.60538225274546e-21	5.96597032218075e-18	0.0042055387519897	0.0415551271848879	6.51439173345403e-19	0	0.00924052844907992	0	9.89283302990102e-18	0	0.00618421294789234	5.43624027078062e-20	0.266192947935533	5.63561171699441e-17	0.229285084936753	0.0815896127301424	4.60736204767675e-19	0.0234127460350121	0.0138042618158762	0.0372170078508883
TCGA-BH-A0AV	0.0962478646861547	0.0184977872042598	0.0548314428401027	0	6.50937351260023e-20	1.28938058805152e-21	4.00745488538261e-19	1.7777990991688e-19	8.17195424789416e-19	2.85630271291108e-18	0.00818158774297521	3.33467878043456e-19	0.0123712654297243	8.71958287342924e-19	0.0217964425834898	0.0336231880159345	0.000285834321660158	0.0190482692589107	0	6.31941531528084e-19	0.052550169827717	1.45295130951183e-18	0.381224660618363	8.64126326493881e-20	0.159714360616357	1.8146431173964e-18	0.0016730272857055	0.173807677031697	0	0.0553179990842767	0.00358371844910178	0.0469215380818086	0.0429942350655917	0.0171181323818531	0.00732452462118655	0.0029740858775095	0.0195534434289346	2.33422960098212e-18	0.0444412335426151	0.0298698720663521	0.0235434987733639	3.70814016835528e-19	0.298513223061921	0.0421986266721816	0.00930651381518305	7.53716493691334e-18	0.00181054912188841	0	0	0	5.75299630551506e-19	0	0.163051775545862	0.00598289655401749	0	0.00995036357246372	6.59794775475144e-18	0.036160216934788	0.00186519659830325	0.198133092633058	0	0.14391376742413	0.0541115157421621	0.000765276981317823	0.051859707650906	0.115381158824167	0.167240866475073
TCGA-A2-A0YJ	0.0192781290015966	0.000970547185681161	0	3.80122332276075e-19	0.0110841336368237	8.72042471110465e-19	0	8.61607238898348e-18	0	0	4.2571334922814e-19	0	0	0	0.0290223504343369	0.00722227682187028	0.00251749084913999	0.0307580148429509	2.23792006550145e-18	0	0	0	0.497012668245705	0	0	2.07431180991803e-18	0.00114576576937463	0.13922106889668	0.0319594081599165	0.108082117628201	0	0.0245510623428901	0.032002244105065	0.0238072297379928	0.00549977665404646	0.00224742779585602	0.0221371640190788	1.46300586019883e-17	0.0775284575175894	9.23524452634032e-20	1.13013572311877e-18	2.35631194969568e-17	0.0996551376265623	0.00575287753358864	0.00884394658775429	0	0.00130137141239697	0	6.98758810214829e-18	0.0811769193423277	0.0494823814711705	0	0.0460054337469046	0.00650503972004524	0	0	3.3037852785352e-18	0.0279696920389708	2.854873219257e-18	0.194086085554218	0	0.149609739140117	0.0621906817358933	0.00359368420716335	0.0200338926646244	0.00048527359284058	0.0205191662574649
TCGA-B6-A402	0.0557066792290446	0.000205856716533195	0	1.12252210499874e-20	0.0415016786918509	0	0	1.56353996485033e-18	5.76256949919992e-20	4.5938891338499e-18	0.0131654995225383	0.00732728324461346	0	6.22908144951952e-18	0	0.0296064298762958	0.00164277441261603	0.0461211325963747	4.6904219322548e-18	0	0	6.70486161011067e-19	0.515349430448057	2.35270023625666e-18	0.0634511622824571	0	0	0.0258511314000838	0	0.109114601390443	0	0.0127177901797197	0.0225898788050048	0.00675558578857998	0.00773283371375566	0	0.0193210657520015	2.60644896024213e-18	0.0777171315486939	7.02580721874623e-18	4.19399851254568e-19	3.04488883836129e-18	0.207314167476612	0.0127243556952243	0.0215329185642253	7.94196087689417e-19	0.00236472864256243	4.94036376368625e-19	4.2477343082968e-18	0.0482292489729336	0.110200819493422	6.93667156372822e-20	0.0139590546743513	0.00824527602661346	3.01788729814519e-20	1.66861508503706e-18	0.0173346695234669	0.0396018168884805	1.33842706283903e-18	0.0985868253092403	0	0.266885091186214	0	0	0.0185186047587259	0.0318285094994951	0.050347114258221
TCGA-A2-A1G1	0.329866817425039	0	0	0.076623237741444	0.00859790898467683	0.0203067916169137	1.37310320762939e-19	0.0161669935399248	8.73423948584502e-19	5.49721253821396e-18	0.015712328322892	0.0155528924304132	0.0499295057630384	0	0.0332746957390732	0	0.0289889959986902	0.0650176692740255	2.76655269225463e-20	0.0104841641651337	0.0342155046170733	1.00232959579717e-19	0.428245453895022	4.56899884322442e-19	0	0	0	0.0560930670690326	0.0267796314566599	0.114372117263327	2.61758488190983e-20	0.099692479213568	0.0676322438441687	0.03990970368778	0.0136417479163549	0.00110899048028059	0.00427643110771601	3.79217679588504e-18	0.0499137451049702	0	0.0349798379019314	0	0.14466751473009	0.0267532473027454	0.0154260075359834	0.00794539607554297	0.000711891925346405	1.60536332181145e-19	0.00308728441604059	4.12518605489204e-19	4.43673211310394e-18	0.0127424049044471	0.040700303453289	0.0213574812350855	0.00906568463492801	0	5.42227631474824e-19	0.0489324115636919	0	0.269744874354262	6.67474168011871e-18	0.122270550595153	0.160544961927287	0.0655439330131625	0.180152424883207	0.0171077523085366	0.197260177191744
TCGA-OL-A5S0	0.401730195753278	0.0194391482213332	0	0	0.0234471917204976	0	2.81348487240099e-18	0	1.36548259562529e-18	0	0.0215231038602777	0	0	0	0.0256255581734836	0.0707711196122237	0.00343496389230309	0.0740108794492528	1.59455030477561e-18	0.0123444369233196	0.0742879717080858	5.38320337829412e-19	0.584025119528088	0	0.0748059339664928	1.04582609532267e-18	1.37585365908958e-19	0.192573968983328	0.0790037235674828	0.103232509164803	0.0141300222647835	0.0722034202336855	0.087272760914825	0.011389486246682	0	0.00380560726554174	0.0204297877787504	2.12211206451723e-17	0.118030477550843	0.017246303443277	0.0183046178312139	0	0.368620660001411	0.101594393470729	0.00624068974477102	0	0.00230547061446136	9.03559653827248e-20	4.73708531094855e-18	0.0622366108358831	0.0797764216375191	1.73509979130604e-18	0.066100473709594	0.0117633744630051	1.85786415148832e-18	0	1.37511202297386e-18	0.0513016747379143	2.57082805064528e-19	0.0583066211826786	1.39501665511923e-18	0.34992949866497	9.312327836349e-18	0	0.0685683166588126	0.0842665269479559	0.152834843606768
TCGA-B6-A0I1	0.0199163471950178	2.86724004536853e-19	2.23504659933196e-17	3.08253603218386e-19	0.145931224931732	2.81880540236687e-18	0	1.40602626683473e-17	0	0	0.000848787033475169	0	0	4.39722222261408e-17	3.87616252076326e-18	8.64715212855807e-19	0	0.0813605507646031	0	0	2.74482649465086e-18	0	0.555733745148791	0	0	1.6740319897091e-17	0	0.0233176294087612	0	0.111781030308246	5.5495396496146e-18	0.00913908645620948	0.0188882931004993	0.0128749344913179	0.00334475963945941	0	0.0187628468395372	6.86879210627054e-19	0.123428402791933	0	1.01141174822741e-17	4.78322521254227e-18	0.189208709064419	0.0151598113066867	0.0128815492860195	5.25748908752741e-19	0.00370300476462028	0	6.27270642539583e-17	0.0522888147852671	0.0395854833590397	0	0	0.0124530070332874	0	0.007797567736442	0.00473541349421692	0.0381349993482131	0	0.126737361181913	2.51809679208728e-17	0.27211542244135	1.25797465042432e-17	0	0.00832256406377932	1.51577524959386e-18	0.00832256406377932
TCGA-BH-A0B9	0.469192911975375	0	1.94206719106627e-17	0.106788824406221	0.0395373449911172	0.0108494311222329	0	2.24693330186533e-19	2.09862396654409e-18	0.0130438728334079	0.0600103875402098	0.0834720372020678	0.0795227543211496	4.9401132594343e-19	0.0691789328361322	2.53457318078067e-18	0.0658030043297653	0.0331686133114103	0	0.0292684334771992	0	0	0.346598010664391	8.59196184002962e-19	0.0417487154810623	0	1.51593657838364e-18	0.0982041301319432	0	0.048213912561107	5.39865479985606e-19	0.040321238658201	0.0490818606368018	0.0101326170248496	0.00344353007514752	0	0.00614357519356735	0.00452840584154594	0.112052751606949	0.0101236376006729	0	9.80733589853321e-18	0.02253903343591	0.00459147572242105	0.00357881198361851	0.00468345184715379	0.0018557568806643	0	0	0.0190006894757664	0.0969874067956451	0.0188971718744232	1.9434811030329e-18	0.0192133871335875	2.33107351850101e-19	0	0.00571083205377172	0.021147226718741	0	0.234719777570408	0	0.343755078875983	0.0842757044772066	0	0.175529375879225	0.0208743577405311	0.196403733619756
TCGA-AR-A251	0.124599729369652	0.0798038167994364	0.000982205359389484	0.00230640150425489	0.0529791271693735	0.00164946630966038	0	0.000769726156826527	6.92091594772154e-19	0	0.0143418221136622	0.00564442376343604	0.0126471593321014	1.34198931150741e-18	0.0323997752377794	0	0.00622602999157165	0.0342576643981621	0	0.00124491639284786	0.0149432034170753	0	0.309944750480622	5.67747606440839e-19	0	1.47313687332579e-17	0.00129579949008934	0.0799625418244979	0.0428718364056853	0.0482799949885844	2.26868970961778e-18	0.0239428552151004	0.0249713360732412	0.0164057954288831	0.0175719621111662	0.00503379570029313	0.0135637972230739	0	0.0211924063548855	0.00170437385276862	0.00627534846740029	1.29443664544361e-17	0.108206871053171	0.0184331605190191	0.0187477644238486	0.00106822817907989	0.00184993528910718	0	6.0229661226023e-19	0	0.0093561330100384	0	0.0188113808664817	0.00682297674386851	0	0.0278632691300734	0	0.0264520334893441	0.00163847419631165	0.168772046222065	2.61697927791587e-19	0.147023091035804	0.0204928752274768	0.0437497875344428	0.0385037557406881	0.0473735101082558	0.085877265848944
